,대여소번호,일별대여평균이용량,교육시설_sum,근린생활시설_sum,문화시설_sum,숙박시설_sum,업무시설_sum,의료시설_sum,주거시설_sum,판매시설_sum,공원_distance,대학교_distance,지하철_distance,버스_distance,경사도_mean,거주인구,도로길이
71,560,33.54246575342466,0.0,7314.84,0.0,855.82,0.0,0.0,6733.32,0.0,153.1474379070645,366.16897906751535,593.4933669703764,35.50103187409865,1.5,22760.93,579.3116726075492
72,561,37.032876712328765,0.0,0.0,0.0,0.0,3127.35,0.0,9922.63,0.0,168.4990680393711,1499.6883947167032,132.9310389850201,58.49216612233752,0.0,8670.707,102.46750840753216
73,534,8.586301369863014,0.0,1002.65,0.0,0.0,0.0,0.0,11547.35,0.0,159.4602871009461,1858.9895142059536,782.5831393079918,56.10482227618788,6.0,35331.6575,384.33495202735435
74,535,15.863013698630136,0.0,0.0,0.0,0.0,0.0,0.0,35733.44,0.0,186.39305242839052,943.9235756671175,478.816773362132,45.692121035371215,7.5,42279.261,179.88009307321607
75,530,37.33287671232877,0.0,386.97,0.0,0.0,0.0,0.0,13899.06,0.0,171.65311979933054,1575.8429203958167,468.81129333572346,45.50742643157034,2.0,37905.556,100.09482484582767
76,533,10.932876712328769,0.0,8372.35,0.0,0.0,0.0,0.0,5323.92,0.0,246.45267633437356,2159.0715150499263,437.71931276378706,25.48794172232123,3.75,17527.381,441.9727768270056
77,538,21.98219178082192,0.0,6252.86,0.0,0.0,9113.37,0.0,4214.19,0.0,303.78857051803845,1027.8600509412574,153.51573780620674,104.63178012141609,1.0,24103.667,417.4665729263007
78,536,23.15753424657534,10330.94,17746.99,0.0,0.0,1061.36,0.0,23088.24,0.0,172.0767922221183,1214.0213189348979,79.93574544102118,69.90303482973908,4.75,56969.048,0.0
79,537,33.942465753424656,0.0,16149.61,0.0,0.0,0.0,0.0,1914.33,0.0,191.87535925103288,244.15977161293003,328.9570591752709,8.140442653460061,3.33333333333333,12028.829,370.0319544570495
80,522,7.741095890410959,0.0,5118.37,0.0,0.0,0.0,0.0,418590.54,0.0,144.0840515087374,1771.7505659539083,86.51926939234625,27.694343986542552,7.0,27010.5655,104.28379200724048
81,523,2.771232876712329,0.0,5217.56,0.0,0.0,0.0,0.0,31131.2,0.0,76.62776072276733,2055.511213665799,455.35353731876006,29.70249168137117,8.33333333333333,13709.231,107.71526752021032
82,520,18.971232876712328,0.0,5330.83,0.0,353.19,0.0,0.0,4479.48,0.0,342.533302156348,1271.1871319117352,57.18073698379657,60.12779526738758,2.75,39979.6075,349.32474006754086
83,521,43.28904109589041,661.5,15186.03,0.0,0.0,19930.35,0.0,3277.46,0.0,89.11977150039651,778.8027222406374,294.69200334557826,77.72708842613213,1.5,31120.5745,192.1898118145014
84,526,27.0013698630137,0.0,0.0,0.0,1996.99,23921.16,0.0,0.0,0.0,218.02134523886153,817.829439277723,554.1537512435888,51.83989419022832,0.5,20724.601,129.53949854973064
85,529,32.18493150684932,0.0,4044.53,0.0,1152.79,29711.58,0.0,0.0,0.0,119.61639759214908,1162.744350596898,70.831098855498,184.2391731489367,0.5,25711.05,203.3488846792663
86,524,10.143835616438356,0.0,0.0,0.0,0.0,0.0,0.0,24460.12,0.0,303.8262229773912,1658.2321001007463,506.45476924258577,30.31710924672893,8.25,35331.6575,144.46584629698705
87,525,67.9931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7802306691804,226.7961923074672,419.40130835054254,13.443493799832542,1.0,12028.829,104.78669578805852
88,511,47.86027397260274,0.0,1911.93,0.0,0.0,0.0,0.0,0.0,0.0,266.7955813110772,1299.6898329512298,68.45753979912482,58.406434174468394,0.0,8670.707,131.05876772343535
89,512,67.96027397260274,0.0,1612.24,0.0,0.0,0.0,0.0,0.0,0.0,182.75012218705865,799.6964921031848,299.9384362726683,152.62215892562995,0.5,15113.483,165.28969276431593
90,509,73.8027397260274,1408.5,0.0,0.0,0.0,0.0,0.0,0.0,99474.72,382.35762174203273,1929.1342696416543,620.4989533177595,60.84043140346885,0.0,14321.186,105.56291891723164
91,510,32.69041095890411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.29060303536687,1603.1362507075535,257.6773205418464,53.73687969030827,0.5,8670.707,37.494386417088286
92,518,23.03287671232877,0.0,24179.62,5740.24,0.0,0.0,0.0,4109.91,0.0,167.04406790066113,1543.5328592845287,381.0705984231852,139.33140777342172,0.5,21940.566,406.9380437283059
93,519,21.84520547945205,0.0,2298.59,0.0,0.0,0.0,0.0,999.55,0.0,287.09413964547446,1440.9494268794958,270.5148462528223,47.51269130989951,1.5,37905.556,226.83960986574007
94,513,59.68219178082192,0.0,3740.24,0.0,0.0,0.0,0.0,2421.38,0.0,233.94291415578297,1205.8599202118387,284.5965440141624,12.398008808210424,0.0,13084.4115,361.0035053332065
95,514,46.98219178082192,0.0,0.0,0.0,0.0,4018.89,0.0,0.0,5505.44,274.41501029751345,1134.4915182979564,598.1933961260369,36.306748065949975,0.0,17048.619,485.7668876325477
96,590,68.05479452054794,18818.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.9221002797515,442.4262977689269,257.3795643442798,171.01137976571115,0.0,23004.6265,64.7745443055681
97,591,15.353424657534246,4892.58,0.0,911.34,0.0,0.0,0.0,0.0,0.0,303.3018686897953,134.84363739010837,473.14184942997286,287.96208693555,1.5,22002.586,0.0
98,584,52.97397260273973,0.0,5289.86,0.0,0.0,0.0,0.0,943.55,0.0,65.65603380388688,349.3935794457634,159.22502798863593,135.47685267185315,2.0,25660.7525,475.4840487053312
99,3543,7.616797900262467,67073.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.48672622392127,77.50097626580212,382.2218596848842,231.01899420970508,1.0,29318.919,0.0
100,592,49.41369863013698,12299.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.38904734941696,111.0485345575441,639.4769047370539,391.3449989480075,2.5,22002.586,0.0
101,593,360.9795918367347,0.0,1007.44,0.0,0.0,0.0,0.0,0.0,0.0,431.3050961818808,1491.0751421650352,988.4043781669706,268.1828889167212,0.5,15267.262,186.32142169267527
102,572,12.210958904109589,0.0,1467.6,0.0,0.0,1188.65,841.18,3034.73,0.0,621.4507083239567,1829.846129860348,190.58010105375823,49.96096421667457,5.5,20222.974,163.17544289549429
103,573,39.02328767123288,0.0,2423.36,21.0,0.0,1246.54,0.0,3505.5,0.0,375.89222430852936,734.36373804428,881.4572496353524,22.00736584762608,2.0,25396.9805,271.56392139040247
104,555,18.101369863013694,16931.9,653.87,0.0,0.0,4628.76,0.0,18068.68,0.0,29.805548126341336,1450.6826175180604,385.2138932645,113.24513524234656,1.5,28729.412,333.9868650964313
105,571,29.584931506849315,8491.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.65122525222333,238.72662760083173,88.60697386213694,120.1265464013774,2.0,19990.3685,110.68458740925216
106,576,34.62876712328767,0.0,1153.8,0.0,0.0,0.0,0.0,5805.06,0.0,111.04437745913248,576.6752416892078,90.23740297418986,109.04906224622864,0.5,14792.887,214.9285104859548
107,577,38.00684931506849,0.0,0.0,0.0,0.0,0.0,0.0,19232.11,0.0,188.4960154016385,419.0144640841589,257.06433061097607,76.03790032967996,1.0,14792.887,235.6935892645357
108,574,48.606849315068494,12464.67,701.63,0.0,0.0,9216.05,0.0,845.925,0.0,365.19047283941353,1277.636602719455,97.1438938882447,118.50522794332068,1.0,15093.139,16.321979757895747
109,575,8.126027397260273,0.0,7514.46,0.0,0.0,0.0,745.27,8117.41,0.0,537.5517337627788,1686.1539342050644,283.8061933195901,30.001497378732623,4.0,20222.974,315.84110258641755
110,546,34.7027397260274,0.0,7669.84,0.0,0.0,3767.25,0.0,6135.85,0.0,233.55616328789768,1331.6814247571863,511.94749087817246,60.559309025765,1.5,28216.9645,229.2911938052362
111,548,51.25753424657534,8700.35,0.0,0.0,0.0,0.0,0.0,10962.63,0.0,248.77362643610823,1396.1219476709537,768.593596958023,65.57847289228059,0.5,19636.9645,242.7630437466364
112,543,189.3583333333333,0.0,259730.85,0.0,0.0,0.0,0.0,0.0,0.0,96.16342144069492,1710.7175760611563,113.7399644841658,28.8096399500974,0.5,28729.412,204.9572420684161
113,544,25.27260273972603,5273.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.9717240135773,1067.8116502689013,523.8469216994397,230.24780229158944,3.0,14792.887,256.7182808753664
114,552,18.115068493150684,10252.42,0.0,0.0,0.0,0.0,0.0,4762.22,0.0,64.57769280121694,1579.7206641687133,246.29919674461644,63.82875246702062,0.5,28729.412,305.5546049483946
115,553,26.65753424657534,0.0,793.9,0.0,0.0,4447.09,0.0,13084.42,0.0,208.87360279825728,2058.885758436789,676.9007739925984,107.17272972271569,1.5,22677.838,107.83524450483687
116,549,48.01917808219178,0.0,3087.34,0.0,0.0,17535.65,0.0,768.91,5743.8,377.59635408181833,1206.5445765112179,32.4464545103194,38.49104408723428,1.5,15093.139,225.16960053171704
117,551,57.90547945205479,0.0,4408.81,0.0,0.0,0.0,0.0,94902.33,0.0,176.1332907326047,1415.1448884328831,510.90076710603296,17.288549972995426,0.5,28729.412,163.17471406456758
118,505,84.33150684931506,0.0,5233.37,0.0,0.0,42723.23,0.0,324873.23,0.0,296.5657416217962,751.2719659098914,353.75916146143044,38.23118949454523,0.5,41166.667,104.72090748865736
119,515,24.026027397260275,12637.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0929453804308,1637.1517392980911,810.4561977161084,259.7348318261254,1.5,15267.262,101.20998940102179
120,501,35.13835616438356,1598.09,773.21,18860.48,0.0,0.0,0.0,24207.24,0.0,97.63756270783303,795.8008481736161,410.63975844340945,159.90733466135816,0.0,24006.667,231.0482577294273
121,502,258.6054794520548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.52474013008973,1453.1088880378475,44.43359973974014,35.75247443980183,0.5,21047.299,292.4198123920486
122,540,43.57671232876712,0.0,9299.32,6132.07,0.0,3371.0,0.0,5671.47,0.0,385.974648745372,583.4887953252139,159.93671785631204,78.42249094862515,1.5,19990.3685,291.4541501045189
123,542,46.917808219178085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.84886967979648,1753.4198758234245,30.265326969807237,97.54572405531728,1.0,28729.412,188.78056733271893
124,516,28.75068493150685,0.0,4541.2,0.0,0.0,0.0,0.0,39499.69,0.0,203.7253315621884,481.1139430388647,464.24914544869773,86.34708267823093,0.5,29318.919,277.5659415561019
125,539,38.47123287671233,0.0,2439.29,0.0,0.0,0.0,0.0,774.32,0.0,392.1063410857209,673.9747665078286,556.4975224264673,114.15189307349723,1.0,23749.222,422.4780519245136
126,3535,41.22054794520548,0.0,7527.31,0.0,0.0,1022.25,0.0,3700.2,0.0,304.6497778202729,1477.9125001630753,759.9307125151248,42.533495321327074,2.0,26392.065,394.7079147343344
127,3536,44.11095890410959,0.0,5429.14,0.0,0.0,4838.62,0.0,5343.13,0.0,213.61990225328236,1244.5314028957666,759.4926285831293,0.943369367461955,0.5,28216.9645,368.8126821689672
128,3533,135.22739726027396,0.0,968.4,0.0,0.0,0.0,0.0,0.0,88666.58,126.80941378371509,661.3966321011145,211.8981983921182,48.91085856577432,0.0,21047.299,59.77413040729171
129,3534,69.72876712328767,0.0,10082.51,4697.48,1322.4,0.0,0.0,3764.29,0.0,115.15529534033048,697.4292526769507,128.2027816921687,93.81952080544579,0.0,20045.2585,378.12005415223376
130,3542,35.486301369863014,0.0,2951.85,0.0,0.0,0.0,0.0,0.0,0.0,274.91438525480544,1206.1691948552643,731.468594608305,74.01250138543102,1.5,29828.3015,123.3964175095212
131,500,65.4068493150685,0.0,6772.1,0.0,0.0,0.0,0.0,953.77,0.0,94.9888057709752,427.16871045027136,135.0861905853099,44.18149051823967,2.0,20661.1076666667,357.0235170160734
132,3537,14.96027397260274,0.0,1032.37,0.0,828.1,386.66,0.0,5386.89,0.0,50.09041825531977,914.8053258124056,452.49821931957456,33.28825239576588,4.0,19524.46,287.5456063737775
133,3541,77.59178082191781,0.0,2951.85,0.0,0.0,0.0,0.0,0.0,0.0,274.91438525480544,1206.1691948552643,731.468594608305,74.01250138543102,1.5,29828.3015,123.3964175095212
134,3520,47.12739726027397,0.0,5819.5,0.0,0.0,1996.52,0.0,12864.27,0.0,249.3423107957697,665.6356011375589,610.5184443672757,9.522387929488383,1.0,40132.143,255.27968245313744
135,3521,7.221917808219178,0.0,0.0,0.0,0.0,0.0,0.0,39279.93,0.0,188.6313633053234,973.9989363911869,652.4684791042988,43.237309461237416,3.8,14792.887,155.78077998610104
136,3517,35.99041095890411,0.0,7510.74,0.0,591.48,2607.64,0.0,4195.996,0.0,344.33222718965783,1265.3981439386823,461.02191666386466,16.08093916586316,0.5,32921.994,398.47338493475286
137,3518,75.41780821917808,0.0,12350.87,0.0,6762.74,0.0,0.0,0.0,0.0,389.3259333363228,719.1909595136474,35.23589404535421,54.07869318625437,0.5,26456.18125,249.2353356841976
138,3528,24.77123287671233,4549.82,0.0,0.0,0.0,43146.84,0.0,8555.71,0.0,291.8689587788356,601.5783923001825,822.6716751320099,35.33848365534502,6.0,14792.887,147.92565722096168
139,3529,24.08630136986301,0.0,0.0,728.8,0.0,0.0,0.0,0.0,0.0,316.71911864773244,216.3352833303045,227.78272916814245,59.79431271378904,2.0,19990.3685,36.015683707362534
140,3523,23.2013698630137,44897.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.1289484788079,280.2745387134383,739.913368402874,367.4082332204608,1.5,22002.586,0.0
141,3524,7.987671232876712,63304.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.3918792375895,36.05252805695506,283.7684589463714,166.32141621336976,1.0,29318.919,0.0
