,fid,교육시설_sum,근린생활시설_sum,문화시설_sum,숙박시설_sum,업무시설_sum,의료시설_sum,주거시설_sum,판매시설_sum,공원_distance,대학교_distance,버스_distance,지하철_distance,거주인구,도로길이,경사도_mean
102,2327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.258144867488,3065.0819042329204,813.4214221490938,975.6706759915352,2704.876,0.0,0.0
103,2326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935.2263410638344,3148.39093784172,813.234476696388,882.2354527009076,3186.9935,0.0,0.0
104,2325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.9194106359948,3232.646557819476,762.6666241115405,790.4083504951293,3186.9935,0.0,0.0
105,2324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.6249761039101,3317.776648681446,720.0293635547049,700.8217801876958,3669.111,0.0,0.0
106,2331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091.0292560316889,2743.0224084015786,595.5593162941583,753.9840195265027,2704.876,0.63976187909089,0.5
107,2330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.0843881417425,2821.668113185196,648.4717913074829,820.993913896216,2704.876,139.88230906031816,1.0
108,2329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.7702482606437,2901.628818681236,693.4662235601929,894.1867558574448,2704.876,0.0,0.5
109,2328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078.293046065381,2982.798772008895,749.1828783293905,972.1670354365287,2704.876,0.0,0.5
110,2335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1177.881227128035,2444.0978756500444,376.411662684724,588.501409786345,2704.876,0.0,1.0
111,2334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1147.3998923792617,2516.1983276105466,406.1246955689186,609.8144334972714,2704.876,0.0,0.5
112,2333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120.0295118429867,2590.1531758660685,456.2769310080562,646.0752433161948,2704.876,0.0,0.0
113,2332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1101.0928884051348,2665.808090897335,520.9988944919223,694.9479401321043,2704.876,0.0,0.0
114,2339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.8366477917723,2177.855495191738,498.6762821131943,666.4633529423419,2704.876,0.0,0.0
115,2338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1286.3439631265276,2240.6906850780983,438.0983900906618,624.2705854263468,2704.876,0.0,0.0
116,2337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.4217665890287,2306.1515099670432,393.9317267369659,596.031852827309,2704.876,0.0,0.5
