,대여소번호,일별평균이용량,교육시설_sum,근린생활시설_sum,문화시설_sum,숙박시설_sum,업무시설_sum,의료시설_sum,주거시설_sum,판매시설_sum,공원_distance,대학교_distance,지하철_distance,버스_distance,경사도_mean,거주인구,도로길이
427,339.0,53.48082191780822,0.0,26698.81,720.66,9968.21,3967.6,0.0,89808.14,0.0,278.172392014492,913.1406710324851,323.44658826865896,70.29296712935971,0.5,3674,585.865661301175
428,122.0,54.71917808219178,0.0,9981.45,0.0,0.0,2461.0,0.0,57137.64,0.0,562.444431318328,489.977080519458,328.089654779951,62.110325988923705,2.0,12090,1148.37525178205
429,1686.0,80.99178082191781,0.0,4837.44,0.0,0.0,0.0,0.0,58263.16,2981.35,252.679902626159,1472.3746258349,423.077070025802,37.96317332756279,0.666666666666667,21723,363.230285764306
430,1131.0,76.67808219178082,1350.02,5906.54,0.0,12771.49,12834.45,1648.0,21129.39,0.0,56.263391274159005,497.735862730904,703.2833082503599,35.0533174754675,2.75,41220,1215.09115592297
431,1259.0,67.37397260273973,4573.81,21763.92,0.0,0.0,5492.5,0.0,8921.55,0.0,244.70653050299802,1241.40315316367,43.2124981684835,18.2517210136661,1.0,26591,899.442784874061
432,576.0,71.35479452054793,0.0,1653.43,0.0,1326.96,0.0,0.0,50461.01,0.0,127.97759463401,601.248256183162,80.668366065445,101.98720119835899,0.5,17910,406.686623433468
433,663.0,73.40547945205479,0.0,15925.99,0.0,0.0,0.0,0.0,15763.99,0.0,309.58230808867296,503.62446028652903,139.085420894579,70.1724652914446,0.5,21872,1774.840214719
434,1851.0,65.87123287671233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.009289629146,2479.2050444408396,77.9344163314822,26.3100025301235,0.0,16612,194.335555059072
435,834.0,65.34383561643835,0.0,8169.79,0.0,0.0,0.0,0.0,11998.91,0.0,221.666336202365,837.489789464424,28.0909577480759,41.9500600289933,2.5,11492,1274.9321067544001
436,516.0,57.336986301369855,0.0,13865.53,0.0,3751.3,15841.58,0.0,57829.6,0.0,239.289148866179,506.991521932078,469.652649958308,62.816292487528294,1.0,32518,1102.00940213505
437,306.0,56.350684931506855,0.0,9452.1,0.0,0.0,23557.06,0.0,23.14,0.0,229.194225018254,948.611353272569,31.9404549129738,46.6056784182382,1.0,8337,760.3026815404289
438,755.0,69.60958904109589,11934.13,6077.11,0.0,0.0,22341.65,0.0,32917.27,0.0,273.71279510206904,2674.31364537438,726.493850933271,62.353438379610395,0.0,20654,194.974644985832
439,526.0,53.01506849315069,0.0,2692.43,0.0,3378.18,41957.68,0.0,19310.165,10504.45,258.634907429678,823.685986469057,505.175475628318,64.4166282500219,0.666666666666667,19993,825.147957565634
440,1155.0,72.81780821917808,28383.95,20.52,0.0,0.0,0.0,0.0,57571.81,0.0,65.213056522335,2124.2594551328502,633.567021812082,54.77616863888429,0.666666666666667,28411,309.519424992183
441,359.0,53.42876712328767,14651.39,9053.41,0.0,6092.49,12150.74,0.0,2652.18,0.0,279.279042597709,607.213182805566,678.5100514835179,34.3841426682013,1.5,8113,920.076371733232
442,370.0,64.4958904109589,0.0,4586.94,13433.8,0.0,253464.25,0.0,133.03,0.0,229.745510214603,878.622318236491,259.872708506967,8.53804874831048,1.5,1905,513.290188466753
443,2306.0,50.64794520547945,5297.78,32194.98,0.0,0.0,14648.71,0.0,0.0,58763.89,171.55451872689,2842.83847499715,23.300887393948198,112.546015061761,0.5,26610,815.196512998237
444,252.0,64.63561643835617,0.0,20156.2,0.0,0.0,15425.45,7201.07,19814.14,0.0,259.93544244724,3284.1790188204,42.9856221307553,18.9764595723669,0.0,30541,1351.82654443774
445,237.0,64.96712328767123,13968.41,32025.67,0.0,0.0,0.0,0.0,66641.48,0.0,316.225522374115,3759.67014935128,585.163907009018,112.02921910884301,1.5,33153,675.594794022893
446,241.0,59.10410958904109,0.0,3948.08,0.0,0.0,0.0,1276.71,31827.98,0.0,233.386536505159,2784.47363958038,738.908301534528,46.9467647972493,0.5,29764,860.1754389390021
447,2252.0,60.7986301369863,0.0,2934.47,0.0,0.0,23392.23,0.0,0.0,197416.54,130.207280241499,3432.203827372,2314.6625155567604,83.20035128198771,1.5,12392,225.81765297170503
448,756.0,58.049315068493144,0.0,0.0,0.0,0.0,0.0,0.0,385944.25,0.0,234.282389633577,2991.34788663406,257.587066796969,184.718731046161,0.5,15656,197.84474859476
