대여소번호,교육시설_sum,근린생활시설_sum,문화시설_sum,숙박시설_sum,업무시설_sum,의료시설_sum,주거시설_sum,판매시설_sum,공원_distance,대학교_distance,지하철_distance,버스_distance,경사도_mean,거주인구,도로길이,일별대여평균이용량
421.0,1409.53,0.0,0.0,0.0,56812.8,0.0,0.0,1702.96,83.4753657358221,2511.7944944628102,326.537535483605,33.8790450013485,1.0,21620,293.222165227844,68.41506849315068
284.0,0.0,10009.63,0.0,1839.24,31807.12,0.0,11219.01,340913.78,371.796279226084,3634.97680575813,557.664153346262,76.4112441147705,0.5,36181,712.416704033911,81.1041095890411
602.0,5553.49,34029.74,0.0,0.0,2523.05,0.0,77228.78,41754.25,131.850943004757,1764.4402122933602,1332.85711634114,72.9159635760014,0.0,35542,762.502525464443,78.81917808219178
1153.0,0.0,28574.54,0.0,0.0,0.0,0.0,0.0,0.0,55.8850692955616,1031.6267218039,51.3400128077122,55.951688107335,0.0,76481,888.529929247047,107.2082191780822
1158.0,11990.36,2649.38,0.0,0.0,40387.85,0.0,25510.46,0.0,204.063566384344,1381.4176830560098,50.56321495814589,87.9090348999707,0.5,41901,509.362017803128,94.16301369863014
3518.0,0.0,24861.7,0.0,7305.38,5014.82,0.0,2444.9,0.0,433.529183621624,681.382600342253,45.695345177441,27.2027955382063,0.5,40162,889.250053744995,75.41780821917808
232.0,0.0,1473.2,0.0,0.0,9765.72,0.0,35171.73,0.0,262.959489092675,3305.9792318254304,722.957382998801,89.29458695845129,0.0,11045,907.2076166008568,76.3
144.0,0.0,362.16,0.0,0.0,89893.36,0.0,0.0,0.0,564.436214147247,314.068052514128,54.1779810708589,18.6625880885615,1.5,55088,820.0332576673641,77.23150684931507
567.0,0.0,17591.6,0.0,0.0,60342.04,0.0,0.0,4013.78,168.048782887129,1665.98510445117,99.1621591062042,72.8615832922926,0.0,5813,764.479499153654,69.46438356164384
509.0,2949.27,2388.78,0.0,0.0,0.0,0.0,3416.58,99474.72,374.04789181932296,1938.57416703002,622.768122157682,66.9453802285275,0.0,16407,451.84342774886,73.8027397260274
259.0,2972.85,11728.67,0.0,0.0,0.0,0.0,12069.15,0.0,513.893329543487,2900.78456470047,48.354558773147296,7.38250583554752,1.0,30828,848.168453277471,71.95342465753424
500.0,0.0,10605.73,0.0,0.0,25894.43,0.0,7199.59,0.0,92.1988251304101,409.117382896183,110.188995080014,72.88810771881941,2.0,39611,967.415997723519,65.4068493150685
3534.0,0.0,43744.69,4697.48,1322.4,24945.96,0.0,8559.25,1762.88,138.168387585321,694.618323410554,103.918666871182,127.077330048436,0.0,29555,1241.8813482548,69.72876712328767
703.0,3240.04,154245.84,0.0,0.0,0.0,0.0,7927.82,5848.24,193.52775308446095,2697.35946363818,59.616940057751,51.46451365284351,0.5,15656,683.20493048192,79.38767123287671
1209.0,0.0,25155.85,0.0,0.0,0.0,0.0,35835.43,0.0,282.727943317667,2382.59139077882,48.0270744017551,223.312115329786,0.0,18131,380.25673898862,87.26712328767124
358.0,3448.08,20419.01,0.0,0.0,10285.32,0.0,13974.86,0.0,305.527980372662,584.979231060103,292.841027355521,31.7044173592453,1.5,11957,1363.56613629167,57.656164383561645
1961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305934.25,277.916419966441,2262.23685601065,58.94429217503679,84.3356114886125,0.5,35344,130.97810741380698,79.22876712328767
525.0,0.0,11313.87,0.0,0.0,0.0,0.0,1626.48,0.0,70.4122461471268,191.752797771924,424.62194459088,47.4370808866679,4.6,16847,714.3025772107691,67.9931506849315
2002.0,0.0,10235.33,0.0,0.0,991.0,0.0,35981.14,0.0,152.79079435711,1008.14653099275,66.7413231822068,32.1946233594693,2.5,16412,521.492351815907,84.93698630136986
211.0,0.0,19350.49,0.0,0.0,97026.18,0.0,0.0,0.0,454.931017856277,3083.17761160716,77.76835738282371,86.42724420382099,0.0,15710,405.358275754632,69.16164383561645
1295.0,0.0,0.0,0.0,0.0,0.0,0.0,243460.86,0.0,266.243979823492,2795.4469241933302,170.631857228434,73.7621203949553,0.333333333333333,24052,314.19741201525,81.58904109589041
589.0,0.0,12816.46,0.0,3177.53,23416.12,0.0,0.0,4013.78,227.841708374762,1683.6171818018302,77.24509407130259,49.8319437172637,0.0,5813,826.0466538454609,71.77260273972603
623.0,0.0,13307.85,0.0,0.0,0.0,0.0,17166.47,0.0,88.4530819029789,309.536878489294,719.267624017211,42.0089315644602,2.6,23123,1071.54018053416,55.71643835616438
592.0,52286.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.694113698996,97.7684845464957,668.443621907643,414.85656710428594,2.0,19541,0.0,49.41369863013698
419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.052715341363,2474.99220863417,123.965430549418,119.719150748757,1.33333333333333,21620,515.96814884074,65.0068493150685
2622.0,0.0,1724.0,0.0,0.0,0.0,0.0,11002.456,26169.67,736.103582082501,370.598325290312,30.1829499925262,41.0429205109519,0.5,8350,191.26214018679295,85.36027397260274
415.0,0.0,1530.51,0.0,0.0,62156.97,0.0,7975.95,0.0,231.38449784960704,2302.38540442482,332.727580011359,87.4807800496554,0.5,16382,604.26437888862,59.32054794520548
361.0,0.0,21033.05,0.0,0.0,45681.22,0.0,78476.15,0.0,217.572091613956,1067.52831299305,82.3691158938492,98.5194003666345,0.7142857142857142,10888,918.33527419929,65.77945205479452
568.0,0.0,1740.95,0.0,0.0,5550.42,0.0,46858.94,0.0,109.514966501811,1662.74675505483,484.747239847325,24.814133316631104,2.0,44591,996.798466439334,67.66986301369863
107.0,0.0,17752.345,0.0,18410.72,26879.66,0.0,12756.65,0.0,229.41659356432203,987.672312028859,608.746035290565,21.6923743399951,0.0,27324,766.6743531703,62.345205479452055
512.0,0.0,11462.4,0.0,0.0,9881.46,0.0,6304.17,0.0,175.569301745023,819.1165400126131,258.621065116126,116.324659398174,0.5,7032,894.3831748362179,67.96027397260274
1009.0,0.0,27634.77,0.0,0.0,24287.79,0.0,161.95,0.0,176.724252440376,2205.06225745659,63.70731541559,145.884845800697,0.5,35529,645.195823986241,78.65753424657534
311.0,4416.42,0.0,0.0,0.0,88229.24,0.0,0.0,0.0,121.960259278168,974.243436636985,212.626642702248,60.27822526621821,0.75,3704,456.025636753439,63.46438356164384
646.0,0.0,13860.94,0.0,2155.55,70681.7,0.0,0.0,0.0,160.591574255414,1176.7064786347698,52.132920631785794,109.247449061843,0.5,26025,793.897068931865,72.52328767123288
212.0,0.0,0.0,0.0,0.0,41608.06,0.0,12708.82,11009.62,491.994733523713,3224.0724929845696,70.69985810780291,106.254907463421,0.0,15710,398.36556256122,57.55890410958904
228.0,3621.42,25215.43,0.0,9317.87,12639.58,0.0,16102.64,0.0,318.082060473629,3077.16163756005,99.662636858069,34.863779258796704,0.5,13280,982.837316866294,75.61506849315069
409.0,97224.14,0.0,0.0,0.0,152569.07,0.0,11233.29,0.0,422.585236068111,3007.7905697692,591.90102103781,67.7890208908551,1.0,16382,189.173023014214,58.25479452054795
262.0,12804.48,22396.59,0.0,0.0,74503.03,0.0,0.0,0.0,93.9323981765023,2872.51766788667,540.458543814428,92.0352570290732,0.5,17300,639.108325356095,65.08356164383562
383.0,4007.18,17088.57,0.0,1989.17,25419.8,0.0,694.91,2017.99,245.494049526564,1671.09769285986,125.928476207322,169.036135760137,0.5,10281,912.34902132086,56.963013698630135
634.0,29496.2,15110.46,0.0,0.0,470.41,0.0,4892.06,0.0,422.3469483218991,206.161844339277,328.482600070421,48.4532940603028,1.5,12333,808.0647692307609,63.12328767123287
154.0,1768.6,15479.27,4198.41,0.0,1037.57,0.0,30156.889,1800.1,293.147031427106,2115.6841786681603,346.13836395657603,41.176475203809,2.0,20616,991.807263529303,62.327397260273976
2173.0,0.0,27614.39,0.0,0.0,10615.91,0.0,7009.77,0.0,193.307211616002,2741.53715922025,647.156519164719,41.729548292227705,1.5,30615,1027.2019917469502,76.76986301369863
704.0,18268.78,12968.77,2971.78,0.0,3660.7,0.0,16306.53,0.0,269.919237696753,2523.41244215856,311.99883925132,73.8881212828091,0.0,42387,651.606938571645,67.1041095890411
1050.0,0.0,24665.82,0.0,0.0,0.0,0.0,25375.2,0.0,303.214361015573,881.247096432323,136.952554229555,49.09367598707729,1.0,11969,499.845624121724,75.25479452054795
1608.0,0.0,11568.23,0.0,0.0,4785.48,0.0,32243.774,0.0,145.180455801489,919.420756156558,97.5862931001872,16.9496593765992,1.0,19215,542.519796500008,78.52602739726028
117.0,0.0,11071.72,0.0,0.0,0.0,0.0,24269.04,0.0,159.585063253864,678.13255038292,314.905913987908,79.156148617639,1.8333333333333304,41783,1099.20817252389,70.86027397260274
914.0,0.0,4625.25,0.0,0.0,0.0,0.0,23220.43,2927.99,475.260416172015,1114.73636432041,39.0102566708025,40.7290432261708,2.75,21326,1124.52542678498,71.36164383561643
128.0,0.0,22085.22,0.0,14669.0,8804.95,0.0,346.74,76618.91,161.838347277041,578.088017534593,63.25514939144529,44.949699571184205,3.6666666666666696,44435,1070.92497708401,50.365753424657534
585.0,0.0,15353.64,0.0,0.0,2909.02,0.0,19020.521,0.0,27.445145159682102,1967.69344835574,863.720815760149,49.91136889424379,0.0,7724,1351.0206414420695,60.704109589041096
418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.991701664257,2385.31186253347,134.935716117731,173.533514695099,1.16666666666667,21620,147.11442509534402,66.28630136986301
513.0,0.0,14450.43,0.0,0.0,0.0,0.0,3460.18,0.0,254.702244021572,1161.80751788093,236.418739818058,54.5098304826954,0.0,12845,983.743320951873,59.68219178082192
126.0,54283.48,4242.28,0.0,0.0,712.26,0.0,8776.01,0.0,182.654012485015,315.298269912539,332.514265780317,19.251493733849895,4.625,9624,722.608774676763,48.99041095890411
3511.0,769.96,2557.51,0.0,0.0,0.0,0.0,981.26,0.0,282.271132500456,990.786863457518,153.094468961857,73.6424416072189,2.4,7593,453.823984640373,78.14520547945206
146.0,0.0,22848.45,0.0,0.0,82975.11,0.0,120641.28,0.0,85.6697676348047,380.565338009815,41.2906696673198,32.499881891618,1.0,21897,445.682687155941,62.16164383561644
175.0,0.0,4108.93,0.0,0.0,0.0,0.0,17032.04,0.0,142.548135741021,714.545046468759,1670.63218375494,33.8131413100563,4.0,34360,1282.33975264268,58.51780821917808
1212.0,14620.87,1395.23,0.0,0.0,2348.29,0.0,6031.91,0.0,229.527776275001,2758.9229179562103,68.6750559229946,22.6873541595002,1.0,23422,634.734780817231,55.06849315068493
342.0,17349.66,7881.63,2916.75,0.0,2618.53,8907.55,2239.17,0.0,56.4048460099767,121.154382315427,289.712426155507,127.320168432889,1.5,4439,512.1074940050939,53.83835616438356
103.0,0.0,22017.66,0.0,0.0,17284.28,0.0,17153.84,0.0,184.985191556427,1397.70967296046,144.504576402559,16.1600621573041,0.5,28989,835.105489259069,55.69178082191781
584.0,0.0,18046.02,0.0,0.0,3419.37,0.0,27717.75,385.08,86.9451400792646,356.205140616362,180.206775570472,114.121295635541,2.0,32518,1231.97935885599,52.97397260273973
1985.0,2537.6,4110.31,0.0,0.0,55056.221,0.0,25320.96,0.0,232.894336710908,2173.49407230349,701.705294601905,103.870117413251,0.5,16777,634.035009607427,57.983561643835614
1625.0,0.0,6713.11,0.0,0.0,0.0,0.0,135847.89,0.0,82.4920893159952,1445.45475029598,111.073269973002,63.3546207182675,1.0,19999,1189.43099201261,71.97671232876712
3508.0,0.0,19508.58,0.0,3712.69,29509.289,0.0,21213.92,0.0,204.357501671354,632.1042098208529,599.4931758428891,70.4415804514892,0.5,43731,1174.45656714818,49.87671232876713
1112.0,0.0,0.0,0.0,0.0,0.0,0.0,24428.8,0.0,586.636048976654,2528.2814311429,439.229796141132,181.060613205408,0.5,22639,380.285097063686,73.83424657534246
1251.0,0.0,16100.45,0.0,0.0,12830.92,0.0,14362.84,0.0,203.99699518135,2562.0204657419,87.97171139535351,187.619554283867,0.5,32748,783.660717574407,59.30684931506849
1044.0,0.0,13679.86,0.0,0.0,5404.4,1455.98,22759.27,63127.19,201.513355472462,3040.75317519941,23.8922660498956,8.40010668512977,0.5,48923,717.356668710084,69.98630136986301
551.0,3408.49,26933.54,0.0,732.11,7915.44,0.0,106647.48,0.0,135.206330211805,1374.58672519116,551.509134056465,58.1365350269524,0.666666666666667,15101,642.2735211661441,57.90547945205479
316.0,0.0,0.0,0.0,0.0,175921.61899999998,0.0,0.0,0.0,116.827814216224,691.540890908777,103.516146799937,38.0144868527733,0.5,3674,536.878988020267,53.0986301369863
1211.0,0.0,5395.1,0.0,0.0,20157.22,0.0,36051.66,0.0,267.73757272033697,2224.4640721702103,531.4113750563649,94.1136046854862,1.0,38399,600.549563988069,64.05342465753425
2620.0,2471.45,10789.25,0.0,0.0,14224.45,4921.19,8759.7,0.0,301.622915536002,1975.1106739413,690.7437060195759,40.2972287438084,1.0,30501,659.280019239555,65.2972602739726
1337.0,0.0,20281.14,0.0,811.55,43512.62,0.0,2746.07,0.0,220.823711685783,420.569149608421,257.124975914181,63.2894159317749,1.0,22547,878.971548073799,59.08904109589041
1019.0,9757.27,10563.79,0.0,430.57,7060.23,0.0,29501.09,0.0,222.882867236803,811.166548484585,560.097354547027,136.62892883675102,1.0,22310,825.018096707703,60.513698630136986
723.0,0.0,0.0,0.0,0.0,4945.78,0.0,0.0,47172.03,154.68877966048402,2703.05602128145,560.812595276219,96.46314034867608,0.0,15656,308.32143435980703,56.18630136986302
176.0,68959.44,5939.56,0.0,0.0,0.0,0.0,15986.31,0.0,141.991243506954,121.09549490038,1307.16147297749,112.242536492976,2.5,28952,618.1092532032679,49.16027397260274
631.0,0.0,8434.48,0.0,0.0,13903.28,4293.13,29694.23,0.0,268.090542141208,1085.66185995773,203.294080115453,61.8038350518608,1.85714285714286,21998,1147.9924043256,54.47397260273973
559.0,0.0,16990.81,0.0,0.0,0.0,1219.89,23531.65,0.0,154.770112939713,577.60145713433,95.7958608090516,16.591945504406098,1.0,7398,276.569019699835,52.16164383561644
182.0,0.0,1735.76,0.0,0.0,0.0,0.0,10087.2,0.0,155.324802097093,2024.7161086077,811.031019343148,155.164432799506,2.0,21806,669.25608073961,59.93972602739726
151.0,0.0,14189.21,0.0,0.0,0.0,0.0,41613.963,0.0,251.309237771168,1866.9077991986603,400.52467156845904,51.3860921628071,0.0,11406,1162.03920975752,56.47808219178082
302.0,10659.99,6388.17,29665.25,0.0,86212.63,0.0,1436.99,0.0,112.498093007924,676.328486154789,51.1233988552437,171.561022142367,0.333333333333333,10635,757.839529791289,52.5027397260274
2621.0,4719.56,0.0,0.0,0.0,0.0,0.0,10979.68,0.0,331.76688638863203,1354.02274908591,354.519346420404,121.768304121445,0.8,24633,234.56819607951095,70.73150684931507
283.0,0.0,5161.14,0.0,0.0,5408.0,0.0,26590.29,0.0,335.742552961805,3532.59943607322,184.635050165556,199.926890026906,0.5,18881,712.3912847364951,59.61780821917808
511.0,0.0,2445.28,0.0,0.0,0.0,0.0,20065.25,0.0,254.466968648097,1260.12743669535,107.448086160495,64.4373907362249,0.0,8683,404.960777286678,47.86027397260274
1653.0,5590.19,46391.8,0.0,0.0,4604.42,0.0,7592.97,23029.96,253.36171038593497,815.249131534758,231.768014215048,20.2519847626163,0.5,9674,1149.43148388279,66.92054794520548
2025.0,0.0,1040.19,0.0,0.0,0.0,0.0,443.45,0.0,104.448858195654,828.661996810849,68.19478998879521,120.676270688564,2.85714285714286,17052,349.14616663121103,66.38356164383562
1925.0,18130.332,2972.97,0.0,0.0,0.0,0.0,0.0,0.0,21.6988278681291,81.7112601217049,442.448427971902,36.4069185832518,2.4,10653,376.03889718008105,66.69041095890411
240.0,11906.63,1972.27,0.0,0.0,6816.37,0.0,205.12,66142.16,246.450225053364,3191.24884576049,114.830003749668,79.3304776644318,0.0,17300,358.833702606922,51.43013698630137
3501.0,0.0,11217.02,0.0,0.0,30593.15,0.0,30099.43,0.0,395.094141914988,641.990848397916,372.55029465716905,67.493485035631,1.0,45411,764.935662119631,53.38630136986301
275.0,0.0,19852.6,0.0,0.0,86043.82,0.0,19802.41,1452.0,233.19087325066505,2937.8873988531604,941.354072200239,52.793867161840296,0.0,11045,562.1378250640059,53.778082191780825
1011.0,0.0,10851.92,0.0,0.0,20963.1,0.0,121178.1074,0.0,199.076457006562,1725.82616720768,269.383655951562,66.882341940416,0.0,47598,569.5676228389029,56.40547945205479
147.0,0.0,6762.97,0.0,0.0,84846.99,0.0,122733.03,0.0,59.6331348177732,443.71991309004096,33.5564559959306,42.157967970444105,1.4,21897,936.095260506644,55.31917808219178
104.0,0.0,10163.84,8188.991,0.0,47951.54,0.0,162465.016,0.0,141.296704031915,949.9603454825708,169.968823853465,20.1530541130206,0.75,17583,726.96816100899,47.46849315068493
650.0,0.0,21725.07,0.0,0.0,0.0,0.0,65250.194,0.0,550.452070830454,342.853062251825,625.187052896418,24.343765993232697,1.6,23013,511.208682540308,57.66849315068493
248.0,0.0,0.0,0.0,0.0,88601.83,0.0,12686.9,0.0,393.339773712687,2187.3101986443803,648.727831985281,69.1697444395084,1.0,15710,374.212214090655,55.82328767123288
708.0,3495.92,6152.19,0.0,0.0,9972.69,0.0,1454.81,0.0,199.171625119853,2048.19904759515,767.31306222953,35.4780946110553,0.0,21776,538.482373955594,56.983561643835614
1503.0,0.0,21280.31,0.0,5417.3,57442.77,0.0,29830.85,3377.75,150.772210259365,1065.83807137315,163.351588682978,24.928488238220503,0.5,21240,920.5868083684152,60.07397260273972
206.0,0.0,167.73,0.0,0.0,99437.95,0.0,0.0,0.0,331.52678254356005,2971.51189512304,381.915216868563,23.7489388398439,0.5,15710,295.05227162632303,53.15205479452055
548.0,8700.35,4630.62,0.0,0.0,0.0,0.0,14676.44,0.0,246.428398692133,1401.18908562681,747.1943289705181,68.1090335345566,0.5,26688,721.078940696577,51.25753424657534
3515.0,0.0,0.0,469.8,0.0,0.0,0.0,0.0,0.0,349.02893188379,1473.63572046509,248.268172643129,80.2266873006919,0.5,8683,318.960823087635,66.51917808219179
184.0,0.0,24792.24,0.0,0.0,3728.36,0.0,24180.01,0.0,433.718216561034,1832.45891322994,376.386615513234,129.984593712221,0.5,20616,1130.84902668261,50.09041095890411
648.0,0.0,19714.27,0.0,0.0,0.0,3398.27,55010.05,0.0,162.534859391296,1435.93712857448,615.271761121863,23.1901064319402,0.666666666666667,32938,1151.6748637923802,53.59041095890411
716.0,0.0,1096.31,0.0,0.0,57936.44,0.0,11436.49,0.0,156.60503947486998,1871.37667720851,557.621973173617,160.855677658603,0.0,22133,214.05052182689096,47.97123287671233
293.0,0.0,14507.79,0.0,0.0,26124.61,0.0,70805.07,0.0,173.64062715830002,2880.63697111745,743.943121166147,54.3816361975577,1.0,40865,564.0574009957039,53.345205479452055
130.0,0.0,21347.32,44.17,16977.46,37914.24,0.0,339.33,76618.91,147.608002330595,537.643718646269,71.83894396233859,24.3826185258264,3.3333333333333304,44435,1107.60639390357,50.26712328767123
829.0,0.0,802.01,11211.23,0.0,0.0,0.0,52937.29,0.0,266.175404093809,2105.49956562737,808.6909009316009,175.879649660386,1.0,29574,853.605562640788,61.5958904109589
2619.0,0.0,25976.35,0.0,1463.34,5915.92,3042.08,13731.83,2722.83,230.507943291517,3614.30060175385,992.837285307095,154.4879235854,0.0,36670,719.359622888803,54.915068493150685
263.0,0.0,8793.82,0.0,0.0,34158.17,0.0,42476.25,0.0,283.901219122768,2615.2075328012,549.175046219323,46.416348409890205,0.5,17300,648.4711943979,61.00684931506849
238.0,0.0,1368.7,0.0,0.0,75832.78,0.0,15710.39,0.0,281.19030692813203,3379.64922248747,463.20409907921095,108.562726419888,0.0,52162,655.968042881001,41.84383561643836
312.0,675.79,3520.49,750.64,34845.18,112097.67,0.0,0.0,0.0,156.506849043572,958.723506968636,33.0498268128558,101.661897121906,1.0,1905,512.504739402357,40.24246575342466
109.0,0.0,17550.35,0.0,0.0,4997.72,0.0,14420.56,0.0,248.968564891028,609.7718707775521,253.543695306136,30.6753591754454,1.0,42585,1357.58308418852,45.30821917808219
1601.0,0.0,32592.47,0.0,0.0,0.0,7960.08,4118.61,0.0,159.85853984298902,644.910410934253,133.84510597290898,11.890659541263402,0.5,28157,1232.62068732151,65.46438356164384
2050.0,30383.47,16626.73,0.0,0.0,32025.66,0.0,1029.45,0.0,772.841966059253,1771.6617657015302,244.467135734261,29.6616673976334,1.0,23057,600.411941777117,56.9027397260274
166.0,49981.43,4090.32,0.0,0.0,2664.86,0.0,17651.27,0.0,296.35214719927603,831.804700270549,647.486596874423,102.674658398234,1.0,23353,310.844403803585,50.96986301369863
116.0,0.0,7546.28,0.0,0.0,2268.14,0.0,53249.276,0.0,321.899365199023,1169.8661818366802,829.203369641146,194.95328138002,1.4,30852,962.813438406871,46.06438356164384
3520.0,0.0,11364.7,0.0,0.0,3756.68,0.0,36004.31,0.0,262.93192233134204,657.158899378302,625.315389770125,24.3414507788305,1.0,13192,986.466334032846,47.12739726027397
514.0,0.0,3029.13,0.0,0.0,12630.53,0.0,352.85,5505.44,280.987634839573,1179.6056264126598,646.5109477920649,72.81464689121451,0.0,35368,987.539263369656,46.98219178082192
245.0,1843.8,11178.815,0.0,0.0,62076.51,0.0,38104.25,0.0,316.598943007907,3582.24876658558,370.359360665681,48.5842165670261,0.0,33281,730.5949986259261,51.14246575342466
1118.0,0.0,17080.46,0.0,0.0,37865.44,0.0,12925.75,55677.62,48.2095955175136,1169.20833339685,42.9981551357394,27.6686146936264,0.5,22396,332.536761823741,67.20821917808219
1197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.746568089633,1258.9084002002498,245.558418456609,168.916471316649,0.0,22639,579.470452199366,57.99452054794521
1663.0,38674.64,7080.62,0.0,0.0,0.0,0.0,8662.91,0.0,236.782049689281,171.711776072381,588.328162787796,57.5014807817733,2.0,11201,850.452421200919,53.42876712328767
257.0,0.0,16341.24,110.77,69.82,2779.95,0.0,16523.12,97.72,381.094165589979,3459.51408379615,412.048715807236,30.6988601588224,0.5,20471,1142.35670775352,58.22876712328768
1020.0,0.0,12314.78,0.0,0.0,35843.65,2182.27,26199.4,0.0,144.254043971812,1040.81902267303,601.0251926763269,118.234975200763,1.0,10404,815.4710722404379,54.26301369863014
