,fid,공원_distance,대학교_distance,지하철_distance,버스_distance,경사도_mean,거주인구,도로길이,sum,LUM
621,1074,394.2308303165548,1567.0238599261293,1377.6750026710358,110.18660219092668,12.0,14978,190.523956955491,203.62,0.31449417947606284
622,1075,452.4772253374732,1654.352937333055,1477.4052715525347,84.12698380921445,11.333333333333302,14978,2.53117317112609,73.5,0.0
623,1097,1072.9420090288306,2183.669375807924,609.8329897322639,61.24917234272085,1.0,7044,207.854473379864,6843.215,0.32049905684304497
624,1098,973.4279219171116,2084.6403595868583,608.4581237303828,38.05311131507249,1.5,7044,210.253404400037,49099.239400000006,0.23173767371107
625,1099,874.0244917403703,1985.708550199265,623.3344359239317,126.66070096157767,1.5,7044,215.649177410041,41623.07520000001,0.01282616742540457
626,1100,774.7743114753233,1886.8892377132424,653.3527893792201,95.83203410470652,1.5,7044,130.564221899313,14013.755,0.5137740073211706
627,1101,675.7449103355989,1788.201072585916,675.0640460635036,90.09776044818491,1.0,14534,196.168595641534,118913.54190000001,0.20724585118551309
628,1102,577.0499653681032,1689.6670346973897,702.3164216308929,49.31512855943528,1.5,21305,314.87210943372503,11846.51,0.5109422950302568
629,1103,478.8963037843513,1591.3157549079046,742.1487606590078,93.42063721953802,1.5,6771,186.709821794415,5133.030000000001,0.3079861747452707
630,1104,381.7017233285857,1493.1833467615695,792.6668574128674,130.56535607861017,2.5,6771,0.0,3423.89,0.0
631,1105,286.444182991349,1395.3159906700448,851.9719759396779,165.50544125752285,2.0,6771,173.47280800775397,5527.469999999999,0.10620128139504405
632,1106,195.96903558571083,1297.7736521152617,918.3633734929364,117.6338098887386,1.5,6771,288.93826338746004,16220.445,0.058092472118029766
633,1107,121.4783289766318,1200.6355491890035,990.4170135873096,142.41806126648228,2.0,6771,384.65757018311007,5687.4,0.23358504632805113
634,1108,105.40225081103829,1104.0083891732445,1050.7751168380942,178.26617606231534,2.5,6771,406.712906970048,11222.41,0.2914800684008474
635,1109,165.7160616946647,1008.0391144651549,1073.1109715651264,82.60229690380599,2.0,18254,330.943662754659,12853.59,0.4450596245021378
636,1110,252.61338106646443,912.9352226558196,1026.2742843246103,6.3714671436802455,1.5,18254,334.221690998949,21087.775,0.2883019937937025
637,1111,346.6478848134288,818.9982397874717,926.2765254006983,48.63225126063661,2.5,11483,252.756101944516,13246.185000000001,0.4609676722546471
638,1112,443.30071098729,726.6808407586004,826.27902275639,145.5600837443144,4.0,11483,313.636320316198,5437.110000000001,0.3239869880056114
639,1113,541.1707801054871,636.6879168121283,726.2818822508742,69.75612570985716,3.5,11483,605.645748640072,6340.46,0.10494673864660192
640,1114,639.69964411136,550.1613345634402,626.2852773524545,89.6312390373818,3.1666666666666696,2825,391.897991062978,11512.635,0.2020317966897035
641,1115,662.4316472235407,469.0234708595888,526.2895133513377,115.71540873462324,2.5,2825,311.449151541652,11782.779999999999,0.14996299370807054
642,1116,631.8563762675127,396.5955999855968,426.2951820050009,54.617492060255614,2.5,11245,336.644165093712,5238.7,0.33314772526446734
643,1117,616.1726956023525,338.51536919079155,326.30360040079256,20.266239432426385,2.0,8420,0.0,2176.63,0.0
644,1118,616.5181416438661,303.1448036294065,226.3184132319629,52.71136326325693,1.0,32244,63.262915037207,4768.73,0.0
645,1119,632.8664667496154,298.6643940878929,126.35480124838872,47.79766854355015,1.0,32244,106.091403202693,360.0,0.0
646,1120,664.036767121384,326.34889330725014,26.6566038196648,45.98340590638035,1.0,47222,206.142895529641,20179.45,0.0
647,1121,708.0742962656547,379.2180264283936,73.85892196352472,47.07322747831557,0.5,38802,194.190490507013,124297.505,0.33584945700902386
648,1122,738.8309751788222,448.4512844358762,173.77926595997897,121.8315962442233,0.0,38802,358.7747324026629,2359.7650000000003,0.21743471917149176
649,1123,701.8688109907936,527.6460262283786,273.7569237450596,54.49212921270632,0.0,38802,101.199420718715,226.18,0.0
650,1124,677.7669090048612,612.9532078534984,373.7459035477078,30.99340565242629,0.0,14978,54.997509406895,0.0,0.0
651,1125,667.9189136350153,702.148469041892,473.73903642757375,28.51849454677241,0.0,14978,91.2888223911756,0.0,0.0
652,1126,650.013034076326,793.9224405932127,573.7341509345257,85.9624470511098,0.5,14978,204.700952184171,0.0,0.0
653,1127,558.4249228315657,887.4754882880195,673.7303647286668,184.29679175513,0.5,14978,103.245593165648,0.0,0.0
654,1128,470.2758500250674,982.299432193136,773.7272515988567,283.796758221157,1.0,14978,87.2086959095971,0.0,0.0
655,1129,387.91737071783166,1078.0589678681251,873.7245804434612,339.04558993493663,1.5,14978,0.0,0.0,0.0
656,1130,315.9112669744623,1174.5252800369435,973.7222150901993,316.7941347295066,2.5,14978,0.0,0.0,0.0
657,1131,262.9058793651189,1258.8642979614135,1073.7200701124816,227.88483364877465,5.5,14978,0.0,0.0,0.0
658,1132,241.7407804143557,1343.8975383249056,1173.718089175631,153.3101306897318,11.333333333333302,14978,164.381149308592,0.0,0.0
659,1133,260.3022073187031,1430.8673606427983,1273.7162336449758,122.78444564417892,15.5,14978,122.529878350767,48.6,0.0
660,1134,311.56926045622896,1519.441262890974,1373.7144761303985,74.83192869451612,12.5,14978,11.4214628993685,0.0,0.0
661,1135,382.6135121689901,1609.3544160291456,1473.712796680896,28.18635657968179,11.75,14978,0.0,0.0,0.0
662,1152,1236.1789530162453,2268.991541767773,900.9266750042104,193.5157842711828,8.0,16285,0.0,0.0,0.0
663,1156,1168.2235638587872,2270.996313411045,667.717543096156,79.1780799893027,4.6,16285,128.601306135079,1524.35,0.0
664,1157,1068.2247488185271,2172.355417856724,619.1816512214054,24.47219928454297,2.0,23329,308.89015480137,6635.1,0.31746604683331314
665,1158,968.2259358815904,2072.7859309036785,583.8875367920953,37.20367635367887,1.5,23329,233.255634852611,19959.771500000003,0.33061964919123626
666,1159,868.2271257685499,1973.2598668867224,564.3252010940273,122.6882841458586,2.0,7044,191.244771527891,25811.7257,0.0
667,1160,768.2283195885411,1873.7841450521864,562.1394383244232,131.2039039896694,1.5,7044,144.15273752781098,16016.14,0.5385923529115493
668,1161,668.2295191018703,1774.3672323631088,577.5275770094472,32.83176873233684,1.5,14534,229.892000772446,119556.9675,0.16597668621521486
669,1162,568.2307273191389,1675.0196002997116,609.1592524578641,41.7798964527216,1.5,14261,465.852692456192,9679.525,0.27484143797547544
670,1163,468.2319498127048,1575.7543528585245,654.6842185815007,10.906147920071437,1.5,14261,269.80139576930304,12459.405,0.42121004734578366
671,1164,368.2331982142569,1476.5881053207906,711.4403670205617,91.86316696178282,2.5,14261,175.56403445401298,18749.59,0.5229779455316542
672,1165,268.2345015019899,1377.542238213312,776.9703367259128,92.984180984275,2.0,6771,330.82788320284,15785.11,0.2981785313569587
673,1166,168.23595750836952,1278.6447264222254,849.2455187028122,24.10539503528848,2.0,6771,369.60823414907,9769.800000000001,0.13788346802340834
674,1167,68.23823785075625,1179.9328742816326,926.6890182141012,83.8227982440507,2.5,6771,436.561201058646,8703.11,0.2703648641804646
675,1168,31.766442902025663,1081.4575221803582,1008.1104406163948,182.9507673298887,3.0,6771,486.427003879564,3990.275,0.0
676,1169,131.76223574284052,983.2897283104855,1092.6208505423467,136.2466061671465,2.5,9596,498.769035445661,7265.855,0.1848944964140525
677,1170,231.7606453305534,885.5317839526234,1030.6994801355745,82.6715002805031,2.5,9596,326.958928962173,17381.539,0.43485238563052775
678,1171,331.7593054652912,788.3361745085817,931.1770499263904,62.78532685210919,3.6666666666666696,2825,295.397255392585,14520.592,0.47750070268579115
679,1172,431.7580420595861,691.9399112261481,831.7689023364914,102.6479124068878,5.0,2825,539.995828189176,6131.6,0.3252997490212215
680,1173,531.7568119987801,596.7305007397425,732.5215656188491,164.40631508840636,5.0,2825,388.156799070169,6897.36,0.06278563574909142
681,1174,631.7555994222143,503.381836522896,633.5106233732553,173.77364189750915,4.0,2825,365.941627355111,8266.710000000001,0.029568106821317545
682,1175,731.754397175904,413.15709993255376,534.8673708271187,111.68726137363312,3.5,2825,457.22153154292,12368.08,0.018562859164308023
683,1176,729.4538177926726,328.6393740397971,436.8409635653932,45.46491151579778,3.0,11245,332.023945081921,21852.65,0.1344875547055634
684,1177,715.9114340243332,255.55512159565043,339.96540874790765,38.627681218884895,2.0,8420,0.0,19100.0,0.005858100653515083
685,1178,716.208775126307,206.4280388847752,245.60630990664657,100.27354664968632,1.5,8420,0.0,4556.34,0.0
686,1179,730.3289374620701,199.79034851559905,158.32867209595835,115.30217761359216,1.0,8420,0.0,3179.15,0.0
687,1180,757.4993223428265,239.20569504255937,99.0606176643954,93.63913785936472,1.0,23398,110.955557423213,3179.15,0.0
688,1181,703.9739351869041,307.44443201804853,120.65476434404913,56.34840105388064,0.5,23398,0.0,119711.91,0.23224105405550516
689,1182,649.8679686578325,389.64641160521217,198.24648034191856,125.706771338664,0.5,38802,58.84292688816999,48618.5,0.0
690,1183,607.5170702250407,478.6711882205594,289.90565775457355,133.2112443316177,0.0,38802,195.66816293673,0.0,0.0
691,1184,579.5042219011997,571.3382709467571,385.7310493746672,115.89045192124492,0.0,14978,130.378615652287,0.0,0.0
692,1185,567.9549581143544,666.1293165134074,483.25058005658457,55.604291429131614,0.0,14978,12.6859737725464,0.0,0.0
693,1186,573.8641514769674,762.2523505039222,581.6126996747171,97.18950934781444,0.5,14978,114.342100977513,146.61,0.0
694,1187,522.96786728848,859.2604718228476,680.4521073078987,173.35207244259843,1.0,14978,29.1051940794514,224.79,0.0
695,1188,427.5703029915626,955.9864646936765,779.5872862465459,200.4167513279976,1.0,14978,0.0,892.5600000000001,0.20785430552010933
696,1189,334.8684368716912,1036.9343245992732,878.9181600331152,265.1081668171204,1.5,14978,0.0,0.0,0.0
697,1190,247.90503878136056,1120.961643098523,978.3851265313892,255.6091928497576,4.66666666666667,14978,0.0,0.0,0.0
698,1191,175.4322624898187,1207.425673064401,1077.9505128808942,208.59043170370973,8.0,14978,0.0,0.0,0.0
699,1192,141.75888480360996,1295.8387421122416,1177.5893550986968,204.1651538346312,13.6,14978,102.245343892461,0.0,0.0
700,1193,171.50573269281776,1385.827865951761,1277.2844627896145,206.3842547309064,18.0,14978,101.91986349976,0.0,0.0
701,1194,242.34765008412307,1477.1050204545313,1377.0236153202616,133.3776030375219,14.25,14978,0.0,0.0,0.0
702,1195,328.70972435126635,1569.4454905342031,1476.797888687256,113.94839959274468,13.75,14978,0.0,0.0,0.0
703,1209,1193.602616447141,2215.687092754256,1157.9661632670031,217.54276172680144,7.25,16285,0.0,0.0,0.0
704,1210,1166.290971803523,2195.8020538877217,1066.9714381908157,261.4864801582909,4.25,16285,0.0,44017.72,0.0
705,1211,1147.0752398730197,2180.3264874393367,977.737185866712,287.935169933781,2.75,16285,28.2205998028548,39499.92,0.0
706,1212,1136.366195840853,2169.354763269409,890.7926242453605,189.6081080237768,4.0,16285,0.0,39499.92,0.0
707,1214,1141.2360981001511,2161.1690767920595,727.0440902685855,22.71964899651401,6.25,16285,0.0,0.0,0.0
708,1215,1156.7043732244792,2164.007155935916,652.7888051991132,85.78585081403779,6.0,16285,0.0,0.0,0.0
709,1216,1172.4527286428925,2171.451525712959,586.2361975023464,136.20423835294986,4.66666666666667,16285,86.70682942263299,1472.95,0.0
710,1217,1072.8481732010855,2165.6046975559548,530.2943280856244,89.61938363034207,2.5,16285,181.706760154068,3910.63,0.10939252619635464
711,1218,973.3244763135524,2065.709836324226,488.6213356063912,11.939059155356336,2.0,23329,463.644095845832,7346.786,0.1618796546934112
712,1219,873.9092637362147,1965.825547771129,465.0689033785356,110.69318653776656,1.5,7044,434.89312225202,8117.4,0.038978562304350955
713,1220,774.6443041192067,1865.953529762048,462.41420851883566,171.9012419043942,1.5,14534,197.96023698215305,10850.4,0.41716735125579635
714,1221,675.5958304863287,1766.0958639801331,481.00338424973575,115.81664973870564,1.5,14534,230.625761298904,20826.940000000002,0.4765152343687176
715,1222,576.875364392806,1666.255130790288,518.5567964540992,131.44005160502874,1.5,7490,407.466708381031,12285.98,0.0
716,1223,478.6858860708954,1566.434567922023,571.3471682843441,107.28467956996904,1.5,7490,431.63321095255,4649.63,0.04834033246465945
717,1224,381.4376759158814,1466.638293804267,635.5891458604352,94.7048750488783,2.0,14261,378.419950647984,6989.6900000000005,0.23002608074248668
718,1225,286.0922146791051,1366.8716284668787,708.1730565564241,9.086266506895424,2.3333333333333304,14261,397.934949453954,7177.469,0.2483710664227689
719,1226,195.45419308909285,1267.1415655435276,786.7935776306684,36.03950149423967,3.0,14261,430.71364992271,4638.965,0.31315081671261596
720,1227,120.64600904403412,1167.4574853659371,869.8153422628819,98.4778793772378,4.0,6771,515.894115876236,4386.6759999999995,0.05849838069806239
721,1228,104.44189296354506,1067.8322657221088,956.0924984224988,169.8200733488471,4.0,6771,469.350607806136,5275.956,0.0
722,1229,165.10690511898227,968.2840749867823,1044.8189036945,159.91863799711322,3.5,9596,548.437784064019,6375.61,0.2546930418269477
723,1230,252.21420030571144,868.8393905699678,1044.7217146302817,106.21340983216852,3.0,2825,516.909559799244,12748.204999999998,0.31173928354232666
724,1231,346.3571092923972,769.5383407725878,946.6745618882844,37.21925977359594,3.5,2825,258.397411817881,12266.865099999999,0.662946951390617
725,1232,443.0733834095432,670.4447507462996,849.082752959414,86.07578137744902,5.5,2825,246.791450429527,37669.6,0.21672274206015504
726,1233,540.9845936950278,571.6665149090608,752.1235581806279,182.1882986947161,3.6666666666666696,2825,306.75342866845,5988.84,0.0
