,fid,공원_distance,대학교_distance,지하철_distance,버스_distance,경사도_mean,거주인구,도로길이,sum,LUM
28,111,1521.340634112835,2348.3102053182884,2014.461652514938,247.0230174336044,1.0,14978,0.0,0.0,0.0
29,112,1616.1308999970815,2402.4691548234314,2069.491439089832,296.23845771801183,1.5,14978,0.0,0.0,0.0
30,113,1711.5140456813392,2459.502950712003,2127.800127869561,321.0220443037382,1.5,14978,0.0,0.0,0.0
31,154,425.0014773561224,1952.2184613481943,969.5564860246805,94.50093457382413,0.666666666666667,23824,44.2292963058003,12044.21,0.0
32,155,408.4792860016378,1930.9227186431992,1052.366593415571,95.7249706756488,0.5,23824,89.3695311337659,42191.9,0.0
33,156,404.357113601806,1914.619460019781,1137.9413869966766,146.4721620522568,0.5,23824,125.730949538941,17863.66,0.3356597783188016
34,157,401.1411351691473,1903.4369742098816,1225.701937465288,115.37672899618993,1.0,23824,187.042764669422,8304.395,0.20172017363216221
35,158,422.2833511319488,1897.4657993404603,1315.2107681784432,98.36986167333244,0.5,23824,53.94647810416871,12676.390000000001,0.09904900591616557
36,159,464.4692996057568,1896.755153234392,1406.1340533244495,161.3720799889329,0.5,23824,101.302427090487,8596.011999999999,0.0
37,160,522.6277023122177,1901.3109345258688,1498.2142947759964,204.2792482347972,0.5,38802,101.30242840761998,0.0,0.0
38,161,592.0702521563671,1911.0954803352647,1591.2506578749246,276.2772506102121,1.0,38802,101.302429727031,0.0,0.0
39,162,669.2937584259116,1926.0291033484057,1613.844103364294,361.8393382340423,1.5,38802,144.145638415826,0.0,0.0
40,163,751.9046282338617,1945.99326455774,1627.6474908306686,434.8991029622707,2.5,38802,101.385638495002,0.0,0.0
41,164,838.3116891507373,1970.835094887394,1647.41598302,505.477246733961,3.5,38802,89.86894686468521,0.0,0.0
42,165,927.4545216281696,2000.3728811281728,1672.9381309755054,524.2062132640145,2.75,38802,0.0,0.0,0.0
43,166,1018.6151258068846,2034.402089717335,1703.955416463459,430.462851517808,1.5,38802,0.0,0.0,0.0
44,167,1111.2970541990462,2072.701514572016,1740.174024277738,340.2996600424628,1.0,14978,0.0,0.0,0.0
45,168,1205.1493659022694,2115.039191400006,1781.2767080143408,253.62166927212377,0.5,14978,0.0,0.0,0.0
46,169,1299.918585493039,2161.177804016468,1826.9338489686609,176.24519511618053,0.5,14978,0.0,0.0,0.0
47,170,1395.417911236549,2210.8794012271237,1876.813088393342,133.41763575841378,0.5,14978,0.0,0.0,0.0
48,171,1491.5071063870223,2263.909331166089,1930.587203748197,156.64495303831103,0.5,14978,0.0,0.0,0.0
49,172,1588.0791016561648,2320.0393745554525,1987.940149010432,226.43872492348373,1.0,14978,0.0,0.0,0.0
50,173,1685.0508897793864,2379.0501142284807,2048.5713614801134,222.1109495795756,0.5,14978,0.0,0.0,0.0
51,174,1782.3572179816583,2440.732615283957,2112.1985494660103,211.8037973662717,0.5,14978,0.0,0.0,0.0
