,grid,rank
2458,3327,1814
830,1349,1815
1375,1959,1816
2502,3394,1817
2541,3457,1818
1680,2317,1819
2525,3417,1820
2571,3514,1821
2238,2987,1822
218,507,1823
1528,2138,1824
1991,2685,1825
1922,2605,1826
1545,2155,1827
2568,3511,1828
2649,3948,1829
2130,2856,1830
938,1467,1831
1370,1954,1832
2629,3767,1833
1206,1767,1834
1072,1612,1835
1374,1958,1836
1525,2135,1837
2271,3034,1838
1153,1706,1839
159,401,1840
2148,2874,1841
1520,2130,1842
2488,3357,1843
2639,3830,1844
1494,2095,1845
964,1493,1846
1274,1843,1847
2111,2837,1848
1073,1613,1849
1645,2273,1850
1916,2599,1851
1840,2504,1852
2344,3144,1853
1349,1933,1854
1738,2384,1855
1571,2190,1856
2203,2940,1857
1810,2474,1858
2353,3153,1859
1747,2393,1860
855,1374,1861
2129,2855,1862
1335,1912,1863
2079,2794,1864
2570,3513,1865
2633,3771,1866
1624,2252,1867
1348,1932,1868
1391,1975,1869
1969,2663,1870
2154,2880,1871
2450,3296,1872
1116,1662,1873
1579,2198,1874
1671,2308,1875
1422,2014,1876
2284,3047,1877
2312,3091,1878
341,691,1879
1310,1887,1880
2648,3947,1881
2167,2904,1882
1411,2003,1883
2632,3770,1884
1297,1874,1885
1698,2335,1886
1976,2670,1887
1154,1707,1888
1443,2035,1889
2243,2992,1890
1103,1649,1891
629,1103,1892
2472,3341,1893
434,816,1894
59,214,1895
1098,1644,1896
1229,1790,1897
2486,3355,1898
1799,2454,1899
2084,2799,1900
2434,3280,1901
1267,1836,1902
1744,2390,1903
2427,3273,1904
1233,1794,1905
1294,1871,1906
591,1044,1907
1788,2443,1908
2471,3340,1909
824,1343,1910
801,1315,1911
1987,2681,1912
2105,2820,1913
1886,2559,1914
1575,2194,1915
1285,1854,1916
2449,3295,1917
1783,2438,1918
2328,3107,1919
508,923,1920
1416,2008,1921
1833,2497,1922
746,1253,1923
2582,3532,1924
1228,1789,1925
1306,1883,1926
2288,3051,1927
2493,3385,1928
595,1048,1929
2251,3000,1930
1484,2085,1931
1169,1722,1932
2177,2914,1933
2638,3829,1934
799,1313,1935
1737,2383,1936
347,697,1937
895,1419,1938
1736,2382,1939
1542,2152,1940
1314,1891,1941
35,158,1942
1784,2439,1943
2346,3146,1944
390,756,1945
2397,3220,1946
893,1417,1947
2160,2897,1948
2559,3477,1949
2627,3765,1950
1047,1587,1951
2556,3474,1952
1243,1812,1953
1752,2398,1954
1905,2578,1955
1907,2580,1956
1088,1634,1957
2100,2815,1958
2269,3032,1959
2314,3093,1960
2625,3710,1961
1465,2066,1962
1142,1695,1963
2558,3476,1964
1203,1764,1965
1440,2032,1966
2045,2749,1967
1127,1673,1968
2055,2759,1969
1462,2063,1970
1927,2610,1971
1506,2116,1972
270,581,1973
1244,1813,1974
1433,2025,1975
2644,3889,1976
1852,2516,1977
2145,2871,1978
86,272,1979
927,1456,1980
2051,2755,1981
2451,3297,1982
2056,2760,1983
2133,2859,1984
2503,3395,1985
2092,2807,1986
229,518,1987
1578,2197,1988
2086,2801,1989
2600,3592,1990
800,1314,1991
1586,2205,1992
2104,2819,1993
2134,2860,1994
1463,2064,1995
398,764,1996
1369,1953,1997
1442,2034,1998
1748,2394,1999
2467,3336,2000
2141,2867,2001
2557,3475,2002
1697,2334,2003
2089,2804,2004
2494,3386,2005
2522,3414,2006
748,1255,2007
2583,3533,2008
1491,2092,2009
2005,2699,2010
2601,3593,2011
1518,2128,2012
2239,2988,2013
1646,2274,2014
1477,2078,2015
2626,3711,2016
1920,2603,2017
2179,2916,2018
350,700,2019
2619,3657,2020
181,448,2021
1915,2598,2022
266,577,2023
2297,3060,2024
898,1422,2025
1821,2485,2026
1259,1828,2027
666,1159,2028
1493,2094,2029
126,341,2030
2555,3473,2031
1087,1633,2032
1732,2378,2033
2006,2700,2034
1726,2372,2035
1681,2318,2036
744,1251,2037
1891,2564,2038
2381,3204,2039
1595,2214,2040
948,1477,2041
1178,1731,2042
1995,2689,2043
2321,3100,2044
2553,3471,2045
747,1254,2046
2153,2879,2047
233,522,2048
1629,2257,2049
729,1236,2050
541,956,2051
783,1297,2052
2474,3343,2053
1631,2259,2054
1141,1694,2055
2409,3232,2056
672,1165,2057
1637,2265,2058
1849,2513,2059
732,1239,2060
660,1134,2061
1527,2137,2062
1733,2379,2063
2149,2875,2064
272,583,2065
1207,1768,2066
1365,1949,2067
2150,2876,2068
2584,3534,2069
1998,2692,2070
2199,2936,2071
2608,3644,2072
1544,2154,2073
2232,2981,2074
1751,2397,2075
2580,3530,2076
351,701,2077
2485,3354,2078
1682,2319,2079
1819,2483,2080
2448,3294,2081
1861,2534,2082
625,1099,2083
1956,2639,2084
1988,2682,2085
818,1337,2086
1803,2458,2087
1593,2212,2088
1902,2575,2089
2113,2839,2090
2191,2928,2091
2378,3201,2092
2277,3040,2093
2225,2974,2094
872,1396,2095
307,640,2096
883,1407,2097
1854,2518,2098
2283,3046,2099
2538,3454,2100
2185,2922,2101
2628,3766,2102
1630,2258,2103
2352,3152,2104
66,221,2105
1492,2093,2106
2202,2939,2107
309,642,2108
1114,1660,2109
1441,2033,2110
2367,3167,2111
1413,2005,2112
879,1403,2113
2047,2751,2114
2372,3172,2115
1951,2634,2116
702,1195,2117
432,814,2118
1260,1829,2119
1818,2482,2120
1921,2604,2121
2637,3828,2122
701,1194,2123
2590,3566,2124
630,1104,2125
1007,1541,2126
1903,2576,2127
2122,2848,2128
1770,2425,2129
2615,3651,2130
2643,3888,2131
2585,3535,2132
1591,2210,2133
1466,2067,2134
1412,2004,2135
2377,3177,2136
117,332,2137
1816,2480,2138
2579,3529,2139
1901,2574,2140
852,1371,2141
2413,3236,2142
2618,3656,2143
2609,3645,2144
2046,2750,2145
2412,3235,2146
2521,3413,2147
1904,2577,2148
1252,1821,2149
1848,2512,2150
2620,3705,2151
2607,3626,2152
983,1517,2153
2456,3325,2154
2037,2741,2155
2169,2906,2156
1594,2213,2157
2093,2808,2158
1952,2635,2159
2273,3036,2160
731,1238,2161
1119,1665,2162
2082,2797,2163
1311,1888,2164
1543,2153,2165
182,449,2166
2001,2695,2167
1472,2073,2168
2382,3205,2169
1947,2630,2170
2035,2739,2171
2411,3234,2172
2033,2737,2173
2285,3048,2174
1834,2498,2175
1949,2632,2176
2142,2868,2177
1869,2542,2178
2212,2961,2179
2537,3453,2180
785,1299,2181
149,391,2182
896,1420,2183
2000,2694,2184
2004,2698,2185
2368,3168,2186
1735,2381,2187
2334,3113,2188
2043,2747,2189
2227,2976,2190
815,1334,2191
1572,2191,2192
1387,1971,2193
1691,2328,2194
2431,3277,2195
2436,3282,2196
1364,1948,2197
1517,2127,2198
1948,2631,2199
2354,3154,2200
2616,3654,2201
157,399,2202
2189,2926,2203
2602,3594,2204
2164,2901,2205
2578,3528,2206
396,762,2207
1955,2638,2208
1013,1547,2209
1191,1752,2210
2041,2745,2211
2248,2997,2212
2231,2980,2213
2095,2810,2214
2554,3472,2215
1989,2683,2216
431,813,2217
2414,3237,2218
2447,3293,2219
2052,2756,2220
897,1421,2221
2396,3219,2222
1853,2517,2223
1417,2009,2224
2119,2845,2225
2250,2999,2226
745,1252,2227
1334,1911,2228
1415,2007,2229
1798,2453,2230
2329,3108,2231
2603,3595,2232
2484,3353,2233
1363,1947,2234
1801,2456,2235
2508,3400,2236
816,1335,2237
2296,3059,2238
2395,3218,2239
231,520,2240
821,1340,2241
2054,2758,2242
2181,2918,2243
661,1135,2244
1522,2132,2245
1644,2272,2246
2338,3117,2247
1897,2570,2248
2170,2907,2249
952,1481,2250
2101,2816,2251
2103,2818,2252
303,636,2253
683,1176,2254
2194,2931,2255
353,703,2256
2146,2872,2257
1481,2082,2258
1573,2192,2259
2135,2861,2260
2438,3284,2261
2443,3289,2262
1312,1889,2263
1814,2478,2264
1946,2629,2265
1266,1835,2266
2236,2985,2267
1006,1540,2268
1086,1632,2269
1483,2084,2270
2405,3228,2271
2410,3233,2272
2473,3342,2273
2419,3265,2274
1061,1601,2275
2183,2920,2276
2272,3035,2277
843,1362,2278
2519,3411,2279
2598,3590,2280
1070,1610,2281
1592,2211,2282
1516,2126,2283
1066,1606,2284
784,1298,2285
1062,1602,2286
2002,2696,2287
2404,3227,2288
2520,3412,2289
2221,2970,2290
1190,1751,2291
2282,3045,2292
2316,3095,2293
2516,3408,2294
258,569,2295
951,1480,2296
2289,3052,2297
2406,3229,2298
2278,3041,2299
268,579,2300
2152,2878,2301
2188,2925,2302
2524,3416,2303
2376,3176,2304
2242,2991,2305
2457,3326,2306
2151,2877,2307
305,638,2308
256,567,2309
1842,2506,2310
2317,3096,2311
1885,2558,2312
797,1311,2313
1673,2310,2314
2003,2697,2315
2042,2746,2316
2219,2968,2317
2053,2757,2318
2315,3094,2319
2435,3281,2320
2190,2927,2321
2375,3175,2322
958,1487,2323
1996,2690,2324
2430,3276,2325
2044,2748,2326
2358,3158,2327
125,340,2328
1900,2573,2329
2102,2817,2330
955,1484,2331
1067,1607,2332
1085,1631,2333
1739,2385,2334
2374,3174,2335
2550,3468,2336
2622,3707,2337
2327,3106,2338
2361,3161,2339
1945,2628,2340
2322,3101,2341
2373,3173,2342
32,155,2343
950,1479,2344
1802,2457,2345
95,281,2346
1018,1552,2347
1032,1572,2348
1953,2636,2349
2244,2993,2350
2324,3103,2351
2276,3039,2352
1954,2637,2353
2048,2752,2354
2147,2873,2355
2617,3655,2356
840,1359,2357
882,1406,2358
2543,3461,2359
2201,2938,2360
2220,2969,2361
1641,2269,2362
2050,2754,2363
2371,3171,2364
61,216,2365
899,1423,2366
963,1492,2367
308,641,2368
937,1466,2369
2483,3352,2370
2339,3118,2371
1059,1599,2372
1997,2691,2373
2099,2814,2374
2356,3156,2375
168,410,2376
2446,3292,2377
1071,1611,2378
730,1237,2379
2445,3291,2380
2355,3155,2381
2442,3288,2382
956,1485,2383
1172,1725,2384
1456,2057,2385
2480,3349,2386
908,1432,2387
2200,2937,2388
928,1457,2389
2592,3584,2390
2098,2813,2391
2198,2935,2392
2249,2998,2393
2295,3058,2394
2369,3169,2395
2294,3057,2396
2309,3088,2397
1521,2131,2398
962,1491,2399
2527,3443,2400
894,1418,2401
2514,3406,2402
1787,2442,2403
1942,2625,2404
33,156,2405
2392,3215,2406
2420,3266,2407
959,1488,2408
1796,2451,2409
1815,2479,2410
2139,2865,2411
2518,3410,2412
684,1177,2413
1069,1609,2414
1993,2687,2415
2090,2805,2416
385,751,2417
2087,2802,2418
1005,1539,2419
1690,2327,2420
65,220,2421
2097,2812,2422
192,459,2423
2233,2982,2424
2481,3350,2425
348,698,2426
1984,2678,2427
2366,3166,2428
2482,3351,2429
839,1358,2430
590,1043,2431
1672,2309,2432
2330,3109,2433
135,350,2434
2466,3335,2435
2440,3286,2436
814,1333,2437
1745,2391,2438
2140,2866,2439
760,1274,2440
269,580,2441
2286,3049,2442
1139,1692,2443
2360,3160,2444
2394,3217,2445
705,1211,2446
2240,2989,2447
2614,3650,2448
1695,2332,2449
2513,3405,2450
838,1357,2451
1031,1571,2452
1992,2686,2453
2187,2924,2454
1226,1787,2455
2479,3348,2456
306,639,2457
1541,2151,2458
2323,3102,2459
2332,3111,2460
94,280,2461
2593,3585,2462
158,400,2463
1999,2693,2464
2290,3053,2465
2337,3116,2466
2515,3407,2467
2548,3466,2468
2444,3290,2469
2606,3625,2470
949,1478,2471
2197,2934,2472
2517,3409,2473
2182,2919,2474
2407,3230,2475
193,460,2476
1746,2392,2477
2333,3112,2478
2363,3163,2479
873,1397,2480
1138,1691,2481
1694,2331,2482
2441,3287,2483
1017,1551,2484
1892,2565,2485
2049,2753,2486
761,1275,2487
1689,2326,2488
1935,2618,2489
1220,1781,2490
2464,3333,2491
1004,1538,2492
2403,3226,2493
2465,3334,2494
2510,3402,2495
64,219,2496
2544,3462,2497
2306,3085,2498
1227,1788,2499
2280,3043,2500
2196,2933,2501
2577,3527,2502
1282,1851,2503
1950,2633,2504
1060,1600,2505
191,458,2506
1471,2072,2507
2501,3393,2508
1489,2090,2509
2138,2864,2510
813,1332,2511
1173,1726,2512
1432,2024,2513
1944,2627,2514
2365,3165,2515
2551,3469,2516
2491,3383,2517
194,461,2518
706,1212,2519
2478,3347,2520
230,519,2521
704,1210,2522
2370,3170,2523
1795,2450,2524
2331,3110,2525
1125,1671,2526
2245,2994,2527
1841,2505,2528
1943,2626,2529
2088,2803,2530
759,1273,2531
1410,2002,2532
2234,2983,2533
725,1232,2534
342,692,2535
2477,3346,2536
2573,3523,2537
2439,3285,2538
1120,1666,2539
756,1270,2540
1124,1670,2541
1643,2271,2542
2094,2809,2543
2500,3392,2544
1176,1729,2545
2359,3159,2546
2429,3275,2547
798,1312,2548
2070,2785,2549
2171,2908,2550
2400,3223,2551
1221,1782,2552
1743,2389,2553
232,521,2554
1846,2510,2555
386,752,2556
1272,1841,2557
1281,1850,2558
2398,3221,2559
1409,2001,2560
2241,2990,2561
853,1372,2562
2428,3274,2563
1068,1608,2564
1225,1786,2565
1794,2449,2566
2326,3105,2567
2621,3706,2568
1174,1727,2569
2623,3708,2570
2293,3056,2571
2547,3465,2572
1014,1548,2573
1438,2030,2574
1122,1668,2575
1470,2071,2576
2186,2923,2577
2552,3470,2578
1790,2445,2579
2039,2743,2580
2287,3050,2581
2545,3463,2582
2475,3344,2583
2408,3231,2584
1791,2446,2585
2596,3588,2586
1540,2150,2587
1793,2448,2588
1797,2452,2589
2247,2996,2590
2421,3267,2591
1123,1669,2592
1893,2566,2593
2091,2806,2594
1742,2388,2595
2320,3099,2596
2549,3467,2597
2279,3042,2598
2143,2869,2599
1692,2329,2600
1740,2386,2601
2235,2984,2602
2038,2742,2603
2362,3162,2604
2136,2862,2605
1894,2567,2606
2192,2929,2607
2246,2995,2608
2399,3222,2609
2230,2979,2610
2402,3225,2611
1121,1667,2612
1439,2031,2613
1843,2507,2614
1273,1842,2615
2281,3044,2616
1792,2447,2617
2546,3464,2618
1896,2569,2619
2229,2978,2620
1844,2508,2621
2193,2930,2622
2325,3104,2623
2476,3345,2624
2511,3403,2625
2576,3526,2626
2335,3114,2627
2401,3224,2628
2275,3038,2629
2611,3647,2630
1895,2568,2631
2336,3115,2632
2512,3404,2633
2574,3524,2634
1741,2387,2635
2292,3055,2636
1845,2509,2637
1175,1728,2638
2364,3164,2639
2144,2870,2640
2610,3646,2641
2624,3709,2642
2597,3589,2643
1490,2091,2644
2595,3587,2645
2291,3054,2646
2612,3648,2647
2594,3586,2648
2319,3098,2649
2137,2863,2650
2575,3525,2651
2613,3649,2652
