,grid,rank
2281,3044,1759
563,996,1760
790,1304,1761
1842,2506,1762
2157,2894,1763
281,592,1764
691,1184,1765
2428,3274,1766
472,870,1767
487,885,1768
979,1513,1769
980,1514,1770
2649,3948,1771
1522,2132,1772
605,1058,1773
610,1063,1774
735,1242,1775
2048,2752,1776
2336,3115,1777
1033,1573,1778
2567,3510,1779
2240,2989,1780
403,769,1781
2097,2812,1782
358,708,1783
532,947,1784
1932,2615,1785
516,931,1786
164,406,1787
2363,3163,1788
570,1003,1789
2429,3275,1790
2252,3014,1791
38,161,1792
70,225,1793
2007,2711,1794
798,1312,1795
1292,1869,1796
1336,1913,1797
1707,2353,1798
319,652,1799
275,586,1800
528,943,1801
1750,2396,1802
276,587,1803
492,890,1804
1811,2475,1805
2242,2991,1806
1709,2355,1807
43,166,1808
1601,2229,1809
1894,2567,1810
1909,2592,1811
57,180,1812
239,528,1813
573,1006,1814
616,1069,1815
42,165,1816
163,405,1817
606,1059,1818
1156,1709,1819
2288,3051,1820
521,936,1821
1415,2007,1822
1857,2530,1823
2253,3015,1824
1801,2456,1825
448,830,1826
2145,2871,1827
447,829,1828
489,887,1829
519,934,1830
1190,1751,1831
1908,2591,1832
1034,1574,1833
2192,2929,1834
37,160,1835
1602,2230,1836
613,1066,1837
1607,2235,1838
1794,2449,1839
280,591,1840
462,860,1841
198,465,1842
2205,2954,1843
443,825,1844
906,1430,1845
2156,2893,1846
1245,1814,1847
841,1360,1848
574,1007,1849
318,651,1850
2011,2715,1851
242,531,1852
652,1126,1853
1035,1575,1854
1439,2031,1855
2335,3114,1856
1895,2568,1857
2625,3710,1858
279,590,1859
315,648,1860
1845,2509,1861
1844,2508,1862
486,884,1863
572,1005,1864
320,653,1865
317,650,1866
2138,2864,1867
1948,2631,1868
9,44,1869
361,711,1870
1808,2472,1871
360,710,1872
15,98,1873
205,472,1874
129,344,1875
485,883,1876
241,530,1877
621,1074,1878
2107,2833,1879
206,473,1880
314,647,1881
85,240,1882
404,770,1883
400,766,1884
10,45,1885
204,471,1886
278,589,1887
1179,1732,1888
1960,2654,1889
240,529,1890
583,1036,1891
763,1277,1892
2294,3057,1893
2241,2990,1894
313,646,1895
1858,2531,1896
68,223,1897
1549,2168,1898
2648,3947,1899
97,283,1900
2326,3105,1901
316,649,1902
653,1127,1903
321,654,1904
203,470,1905
359,709,1906
654,1128,1907
277,588,1908
534,949,1909
474,872,1910
405,771,1911
2400,3223,1912
171,413,1913
1604,2232,1914
17,100,1915
14,97,1916
143,358,1917
22,105,1918
142,357,1919
131,346,1920
1258,1827,1921
356,706,1922
1115,1661,1923
56,179,1924
1284,1853,1925
566,999,1926
2190,2927,1927
533,948,1928
1079,1625,1929
362,712,1930
21,104,1931
491,889,1932
575,1008,1933
11,46,1934
1957,2651,1935
2109,2835,1936
23,106,1937
1807,2471,1938
2285,3048,1939
481,879,1940
100,286,1941
322,655,1942
1583,2202,1943
8,43,1944
490,888,1945
525,940,1946
2204,2953,1947
615,1068,1948
2287,3050,1949
445,827,1950
2325,3104,1951
1912,2595,1952
99,285,1953
238,527,1954
1859,2532,1955
402,768,1956
73,228,1957
69,224,1958
482,880,1959
536,951,1960
244,533,1961
1183,1744,1962
55,178,1963
98,284,1964
169,411,1965
612,1065,1966
16,99,1967
2402,3225,1968
395,761,1969
130,345,1970
524,939,1971
1696,2333,1972
576,1009,1973
531,946,1974
1958,2652,1975
2371,3171,1976
282,593,1977
789,1303,1978
1657,2294,1979
106,292,1980
518,933,1981
2298,3077,1982
115,330,1983
650,1124,1984
1553,2172,1985
2099,2814,1986
442,824,1987
1300,1877,1988
1653,2290,1989
483,881,1990
752,1265,1991
24,107,1992
105,291,1993
617,1070,1994
651,1125,1995
162,404,1996
439,821,1997
7,42,1998
535,950,1999
406,772,2000
236,525,2001
411,777,2002
745,1252,2003
449,831,2004
559,992,2005
1184,1745,2006
1656,2293,2007
2235,2984,2008
1185,1746,2009
868,1392,2010
969,1503,2011
786,1300,2012
112,298,2013
83,238,2014
368,718,2015
614,1067,2016
480,878,2017
2332,3111,2018
2401,3224,2019
20,103,2020
110,296,2021
179,446,2022
30,113,2023
446,828,2024
860,1384,2025
517,932,2026
738,1245,2027
363,713,2028
84,239,2029
2158,2895,2030
323,656,2031
54,177,2032
1603,2231,2033
488,886,2034
1022,1562,2035
523,938,2036
565,998,2037
564,997,2038
357,707,2039
438,820,2040
74,229,2041
111,297,2042
1344,1928,2043
197,464,2044
25,108,2045
869,1393,2046
1802,2457,2047
971,1505,2048
29,112,2049
791,1305,2050
67,222,2051
417,799,2052
804,1323,2053
44,167,2054
324,657,2055
522,937,2056
1634,2262,2057
50,173,2058
51,174,2059
1832,2496,2060
283,594,2061
6,41,2062
1361,1945,2063
2,37,2064
53,176,2065
1962,2656,2066
393,759,2067
542,957,2068
401,767,2069
1555,2174,2070
234,523,2071
560,993,2072
1397,1989,2073
274,585,2074
19,102,2075
437,819,2076
1235,1804,2077
1780,2435,2078
364,714,2079
655,1129,2080
107,293,2081
207,474,2082
577,1010,2083
180,447,2084
407,773,2085
26,109,2086
479,877,2087
1290,1867,2088
52,175,2089
916,1445,2090
1497,2107,2091
692,1185,2092
968,1502,2093
2334,3113,2094
45,168,2095
49,172,2096
82,237,2097
27,110,2098
235,524,2099
450,832,2100
28,111,2101
144,359,2102
493,891,2103
758,1272,2104
1078,1624,2105
136,351,2106
367,717,2107
1133,1686,2108
1961,2655,2109
2501,3393,2110
5,40,2111
797,1311,2112
914,1443,2113
578,1011,2114
1289,1866,2115
394,760,2116
984,1518,2117
2052,2756,2118
1236,1805,2119
245,534,2120
857,1381,2121
1831,2495,2122
113,299,2123
108,294,2124
128,343,2125
1135,1688,2126
454,836,2127
802,1321,2128
1237,1806,2129
102,288,2130
1781,2436,2131
81,236,2132
172,414,2133
372,738,2134
751,1264,2135
805,1324,2136
2254,3017,2137
312,645,2138
77,232,2139
1299,1876,2140
1395,1987,2141
444,826,2142
1345,1929,2143
1414,2006,2144
161,403,2145
1134,1687,2146
1239,1808,2147
18,101,2148
2377,3177,2149
451,833,2150
858,1382,2151
967,1501,2152
1238,1807,2153
2364,3164,2154
173,415,2155
1089,1635,2156
2101,2816,2157
96,282,2158
2256,3019,2159
408,774,2160
753,1266,2161
1982,2676,2162
696,1189,2163
1131,1684,2164
176,418,2165
79,234,2166
1552,2171,2167
1606,2234,2168
1658,2295,2169
48,171,2170
114,300,2171
373,739,2172
750,1263,2173
4,39,2174
175,417,2175
174,416,2176
374,740,2177
929,1458,2178
46,169,2179
478,876,2180
924,1453,2181
867,1391,2182
273,584,2183
78,233,2184
913,1442,2185
494,892,2186
803,1322,2187
326,659,2188
1291,1868,2189
1446,2047,2190
2255,3018,2191
141,356,2192
1447,2048,2193
436,818,2194
618,1071,2195
1024,1564,2196
80,235,2197
250,539,2198
1132,1685,2199
109,295,2200
208,475,2201
410,776,2202
435,817,2203
127,342,2204
409,775,2205
75,230,2206
369,719,2207
1352,1936,2208
2340,3140,2209
1187,1748,2210
139,354,2211
146,388,2212
284,595,2213
47,170,2214
497,895,2215
656,1130,2216
330,680,2217
845,1364,2218
104,290,2219
1337,1914,2220
329,679,2221
806,1325,2222
1012,1546,2223
870,1394,2224
1981,2675,2225
1080,1626,2226
915,1444,2227
923,1452,2228
859,1383,2229
212,479,2230
140,355,2231
1023,1563,2232
1081,1627,2233
495,893,2234
659,1133,2235
413,779,2236
978,1512,2237
246,535,2238
1605,2233,2239
288,599,2240
861,1385,2241
912,1441,2242
742,1249,2243
1256,1825,2244
1036,1576,2245
2588,3564,2246
76,231,2247
755,1269,2248
1065,1605,2249
418,800,2250
452,834,2251
922,1451,2252
537,952,2253
1298,1875,2254
1343,1927,2255
209,476,2256
970,1504,2257
1396,1988,2258
210,477,2259
2504,3396,2260
331,681,2261
925,1454,2262
211,478,2263
866,1390,2264
903,1427,2265
1076,1622,2266
1702,2339,2267
2651,3950,2268
3,38,2269
145,360,2270
2075,2790,2271
1288,1865,2272
419,801,2273
1077,1623,2274
1633,2261,2275
392,758,2276
539,954,2277
662,1152,2278
1248,1817,2279
453,835,2280
703,1209,2281
1240,1809,2282
455,837,2283
1186,1747,2284
285,596,2285
1883,2556,2286
754,1268,2287
749,1262,2288
1293,1870,2289
391,757,2290
2562,3505,2291
177,419,2292
708,1215,2293
926,1455,2294
496,894,2295
1049,1589,2296
619,1072,2297
1686,2323,2298
981,1515,2299
213,480,2300
2561,3504,2301
1241,1810,2302
2528,3444,2303
1287,1856,2304
412,778,2305
982,1516,2306
2093,2808,2307
1082,1628,2308
1340,1917,2309
1850,2514,2310
2529,3445,2311
1363,1947,2312
286,597,2313
1548,2158,2314
498,896,2315
1309,1886,2316
1496,2097,2317
2640,3831,2318
375,741,2319
580,1013,2320
697,1190,2321
1547,2157,2322
247,536,2323
811,1330,2324
1445,2037,2325
1308,1885,2326
1599,2218,2327
2650,3949,2328
538,953,2329
1019,1553,2330
1188,1749,2331
2516,3408,2332
810,1329,2333
2539,3455,2334
249,538,2335
1649,2277,2336
457,839,2337
1339,1916,2338
248,537,2339
1393,1977,2340
2477,3346,2341
1182,1735,2342
1390,1974,2343
2142,2868,2344
2646,3891,2345
325,658,2346
1532,2142,2347
1495,2096,2348
499,897,2349
658,1132,2350
1257,1826,2351
1598,2217,2352
1582,2201,2353
1597,2216,2354
2599,3591,2355
1651,2279,2356
1699,2336,2357
1129,1675,2358
1232,1793,2359
178,420,2360
1180,1733,2361
456,838,2362
707,1214,2363
2631,3769,2364
287,598,2365
1234,1795,2366
1546,2156,2367
2487,3356,2368
1701,2338,2369
1805,2460,2370
2645,3890,2371
1444,2036,2372
500,898,2373
1600,2219,2374
1307,1884,2375
657,1131,2376
2581,3531,2377
1208,1769,2378
1392,1976,2379
1635,2263,2380
1650,2278,2381
1021,1555,2382
966,1495,2383
1020,1554,2384
2572,3515,2385
1800,2455,2386
540,955,2387
2571,3514,2388
2492,3384,2389
1754,2400,2390
2523,3415,2391
2639,3830,2392
1242,1811,2393
743,1250,2394
1753,2399,2395
1074,1614,2396
2633,3771,2397
1128,1674,2398
1389,1973,2399
1700,2337,2400
2502,3394,2401
2525,3417,2402
1400,1992,2403
2632,3770,2404
911,1435,2405
622,1075,2406
1648,2276,2407
1906,2579,2408
699,1192,2409
2237,2986,2410
2570,3513,2411
1126,1672,2412
796,1310,2413
1338,1915,2414
1362,1946,2415
965,1494,2416
1075,1615,2417
851,1370,2418
251,540,2419
1388,1972,2420
1402,1994,2421
1804,2459,2422
1296,1873,2423
1286,1855,2424
909,1433,2425
2238,2987,2426
2486,3355,2427
2638,3829,2428
1856,2520,2429
1401,1993,2430
1749,2395,2431
1295,1872,2432
2488,3357,2433
1350,1934,2434
1855,2519,2435
1310,1887,2436
1851,2515,2437
2582,3532,2438
2627,3765,2439
854,1373,2440
977,1511,2441
1181,1734,2442
1347,1931,2443
2450,3296,2444
2449,3295,2445
1360,1944,2446
1206,1767,2447
2284,3047,2448
1647,2275,2449
1747,2393,2450
700,1193,2451
2644,3889,2452
2556,3474,2453
2493,3385,2454
1596,2215,2455
1645,2273,2456
2600,3592,2457
2558,3476,2458
2626,3711,2459
910,1434,2460
1799,2454,2461
2559,3477,2462
2328,3107,2463
1545,2155,2464
2601,3593,2465
1698,2335,2466
2100,2815,2467
698,1191,2468
1494,2095,2469
1349,1933,2470
2557,3475,2471
2583,3533,2472
2203,2940,2473
2522,3414,2474
541,956,2475
2154,2880,2476
856,1375,2477
2051,2755,2478
2553,3471,2479
1244,1813,2480
1297,1874,2481
1348,1932,2482
582,1015,2483
2555,3473,2484
2619,3657,2485
1073,1613,2486
1852,2516,2487
1072,1612,2488
1391,1975,2489
620,1073,2490
1484,2085,2491
2608,3644,2492
1443,2035,2493
1542,2152,2494
1905,2578,2495
1294,1871,2496
2584,3534,2497
2628,3766,2498
1907,2580,2499
2105,2820,2500
964,1493,2501
2239,2988,2502
2199,2936,2503
1233,1794,2504
2451,3297,2505
2485,3354,2506
2149,2875,2507
2448,3294,2508
1752,2398,2509
2150,2876,2510
2251,3000,2511
2637,3828,2512
1243,1812,2513
1285,1854,2514
1586,2205,2515
1748,2394,2516
855,1374,2517
2615,3651,2518
2643,3888,2519
1440,2032,2520
1465,2066,2521
1697,2334,2522
2055,2759,2523
2585,3535,2524
1646,2274,2525
1442,2034,2526
1491,2092,2527
2104,2819,2528
2618,3656,2529
2005,2699,2530
2056,2760,2531
2297,3060,2532
2538,3454,2533
801,1315,2534
2521,3413,2535
1951,2634,2536
1595,2214,2537
1902,2575,2538
2367,3167,2539
1127,1673,2540
1751,2397,2541
1803,2458,2542
1493,2094,2543
1854,2518,2544
1901,2574,2545
1903,2576,2546
2006,2700,2547
2153,2879,2548
1952,2635,2549
746,1253,2550
2283,3046,2551
2191,2928,2552
1259,1828,2553
2001,2695,2554
799,1313,2555
1904,2577,2556
1544,2154,2557
2412,3235,2558
2000,2694,2559
2602,3594,2560
2413,3236,2561
2537,3453,2562
2616,3654,2563
1956,2639,2564
744,1251,2565
1207,1768,2566
2202,2939,2567
800,1314,2568
2411,3234,2569
2248,2997,2570
2554,3472,2571
1492,2093,2572
2368,3168,2573
2447,3293,2574
748,1255,2575
1441,2033,2576
2603,3595,2577
2189,2926,2578
2484,3353,2579
1594,2213,2580
1853,2517,2581
2004,2698,2582
2329,3108,2583
1543,2153,2584
1955,2638,2585
2414,3237,2586
2443,3289,2587
2338,3117,2588
747,1254,2589
1311,1888,2590
2519,3411,2591
2250,2999,2592
2405,3228,2593
2404,3227,2594
2520,3412,2595
2054,2758,2596
2296,3059,2597
2236,2985,2598
2410,3233,2599
660,1134,2600
2103,2818,2601
2406,3229,2602
2373,3173,2603
2282,3045,2604
2002,2696,2605
701,1194,2606
702,1195,2607
2188,2925,2608
2445,3291,2609
2003,2697,2610
2374,3174,2611
2152,2878,2612
2053,2757,2613
2151,2877,2614
2376,3176,2615
2442,3288,2616
2480,3349,2617
2044,2748,2618
2375,3175,2619
1954,2637,2620
2327,3106,2621
2102,2817,2622
1953,2636,2623
2050,2754,2624
2481,3350,2625
2369,3169,2626
2482,3351,2627
2201,2938,2628
2339,3118,2629
2446,3292,2630
2483,3352,2631
2518,3410,2632
661,1135,2633
2249,2998,2634
2440,3286,2635
2617,3655,2636
2200,2937,2637
2295,3058,2638
2366,3166,2639
2330,3109,2640
2479,3348,2641
2286,3049,2642
2444,3290,2643
2517,3409,2644
2407,3230,2645
2441,3287,2646
2403,3226,2647
2187,2924,2648
2365,3165,2649
2478,3347,2650
2370,3170,2651
2331,3110,2652
